"chr_chia_anchor1","start_chia_anchor1","end_chia_anchor1","name","Chr_CC_anchor1","Start_CC_anchor1","End_CC_anchor1","Replicate","chr_chia_anchor2","start_chia_anchor2","end_chia_anchor2","Chr_CC_anchor2","Start_CC_anchor2","End_CC_anchor2"
"chr14",75259737,75283718,"chr14:75726440..75727299-chr14:75749711..75750421,2","chr14",75282358,75283823,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr14",75259737,75283718,"chr14",75282358,75283823
"chr14",75259834,75283615,"chr14:75726537..75727299-chr14:75749711..75750318,2","chr14",75282358,75283823,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr14",75259834,75283615,"chr14",75282358,75283823
"chr14",75259924,75290174,"chr14:75726627..75727136-chr14:75756302..75756877,2","chr14",75282358,75283823,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr14",75259924,75290174,"chr14",75282358,75283823
"chr14",76924566,77400893,"chr14:77390909..77391624-chr14:77866618..77867236,2","chr14",77111104,77111808,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr14",76924566,77400893,"chr14",77111104,77111808
"chr14",77069631,77400773,"chr14:77535974..77536553-chr14:77866586..77867116,2","chr14",77111104,77111808,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr14",77069631,77400773,"chr14",77111104,77111808
"chr14",77400010,103693739,"chr14:77866353..77867046-chr14:104159478..104160076,2","chr14",95273452,95274212,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr14",77400010,103693739,"chr14",96116361,96117610
"chr17",58639435,58640340,"chr14:82475629..82476129-chr17:56716796..56717701,2","chr17",58639510,58640144,"basic_Chia_ChiapetRep3_peak_data_ER_WT2.txt","chr17",58639435,58640340,"chr17",58639510,58640144
"chr14",91276171,103693728,"chr14:91742515..91743057-chr14:104159537..104160065,2","chr14",95273452,95274212,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr14",91276171,103693728,"chr14",96116361,96117610
"chr14",93017105,95617282,"chr14:93483450..93484305-chr14:96082691..96083619,2","chr14",95273452,95274212,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr14",93017105,95617282,"chr14",95273452,95274212
"chr14",93017350,96635063,"chr14:93483695..93484309-chr14:97100592..97101400,2","chr14",95273452,95274212,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr14",93017350,96635063,"chr14",96116361,96117610
"chr14",93017350,96635063,"chr14:93483695..93484309-chr14:97100592..97101400,2","chr14",95273452,95274212,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr14",93017350,96635063,"chr14",96116361,96117610
"chr14",95056186,95309798,"chr14:95522523..95523151-chr14:95775436..95776135,2","chr14",95273452,95274212,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr14",95056186,95309798,"chr14",95273452,95274212
"chr14",95056211,95486011,"chr14:95522548..95523125-chr14:95951455..95952348,2","chr14",95273452,95274212,"basic_Chia_ChiapetRep3_peak_data_ER_WT2.txt","chr14",95056211,95486011,"chr14",95273452,95274212
"chr14",95056219,95531086,"chr14:95522556..95523440-chr14:95996828..95997423,2","chr14",95273452,95274212,"basic_Chia_ChiapetRep3_peak_data_ER_WT2.txt","chr14",95056219,95531086,"chr14",95273452,95274212
"chr14",95056246,95365411,"chr14:95522583..95523107-chr14:95831177..95831748,2","chr14",95273452,95274212,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr14",95056246,95365411,"chr14",95273452,95274212
"chr14",95056246,95365411,"chr14:95522583..95523161-chr14:95831177..95831748,3","chr14",95273452,95274212,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr14",95056246,95365411,"chr14",95273452,95274212
"chr14",95056250,95340821,"chr14:95522587..95523335-chr14:95806020..95807158,3","chr14",95273452,95274212,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr14",95056250,95340821,"chr14",95273452,95274212
"chr14",95056258,96566903,"chr14:95522595..95523324-chr14:97032688..97033240,2","chr14",95273452,95274212,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr14",95056258,96566903,"chr14",96116361,96117610
"chr14",95056262,95617239,"chr14:95522599..95523321-chr14:96083003..96083576,2","chr14",95273452,95274212,"basic_Chia_ChiapetRep3_peak_data_ER_WT2.txt","chr14",95056262,95617239,"chr14",95273452,95274212
"chr14",95056418,95530818,"chr14:95522755..95523373-chr14:95996511..95997155,2","chr14",95273452,95274212,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr14",95056418,95530818,"chr14",95273452,95274212
"chr14",95056491,100137798,"chr14:95522828..95523716-chr14:100603366..100604135,2","chr14",95273452,95274212,"basic_Chia_ChiapetRep3_peak_data_ER_WT2.txt","chr14",95056491,100137798,"chr14",96116361,96117610
"chr14",95056534,98904054,"chr14:95522871..95523443-chr14:99369537..99370391,2","chr14",95273452,95274212,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr14",95056534,98904054,"chr14",96116361,96117610
"chr14",95056553,95485981,"chr14:95522890..95523418-chr14:95951715..95952318,2","chr14",95273452,95274212,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr14",95056553,95485981,"chr14",95273452,95274212
"chr14",95056741,96575452,"chr14:95523078..95523714-chr14:97041143..97041789,2","chr14",95273452,95274212,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr14",95056741,96575452,"chr14",96116361,96117610
"chr14",96104477,96264268,"chr14:96570814..96571568-chr14:96730050..96730605,2","chr14",96116361,96117610,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr14",96104477,96264268,"chr14",96116361,96117610
"chr14",96104536,96224788,"chr14:96570873..96571646-chr14:96690456..96691125,3","chr14",96116361,96117610,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr14",96104536,96224788,"chr14",96116361,96117610
"chr14",96104782,96224788,"chr14:96571119..96571646-chr14:96690456..96691125,2","chr14",96116361,96117610,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr14",96104782,96224788,"chr14",96116361,96117610
"chr14",96105702,96224955,"chr14:96572039..96572938-chr14:96690506..96691292,2","chr14",96116361,96117610,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr14",96105702,96224955,"chr14",96116361,96117610
"chr14",96105702,96224965,"chr14:96572039..96572995-chr14:96690506..96691302,4","chr14",96116361,96117610,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr14",96105702,96224965,"chr14",96116361,96117610
"chr14",96105783,96123166,"chr14:96572120..96573098-chr14:96588678..96589503,3","chr14",96116361,96117610,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr14",96105783,96123166,"chr14",96116361,96117610
"chr14",96105783,96123166,"chr14:96572120..96573098-chr14:96588916..96589503,2","chr14",96116361,96117610,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr14",96105783,96123166,"chr14",96116361,96117610
"chr15",38593187,39669087,"chr15:38885388..38886106-chr15:39960478..39961288,3","chr15",39668322,39669680,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr15",38593187,39669087,"chr15",39668322,39669680
"chr15",38593187,39669087,"chr15:38885388..38886263-chr15:39960766..39961288,3","chr15",39668322,39669680,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr15",38593187,39669087,"chr15",39668322,39669680
"chr15",39534073,39669064,"chr15:39826274..39827051-chr15:39960470..39961265,3","chr15",39668322,39669680,"basic_Chia_ChiapetRep3_peak_data_ER_WT2.txt","chr15",39534073,39669064,"chr15",39668322,39669680
"chr15",39534119,39669107,"chr15:39826320..39827146-chr15:39960376..39961308,5","chr15",39668322,39669680,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr15",39534119,39669107,"chr15",39668322,39669680
"chr15",39534119,39669062,"chr15:39826320..39827146-chr15:39960589..39961263,4","chr15",39668322,39669680,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr15",39534119,39669062,"chr15",39668322,39669680
"chr15",39572502,39669177,"chr15:39864703..39865547-chr15:39960441..39961378,3","chr15",39668322,39669680,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr15",39572502,39669177,"chr15",39668322,39669680
"chr15",39596031,39669083,"chr15:39888232..39889117-chr15:39960523..39961284,6","chr15",39668322,39669680,"basic_Chia_ChiapetRep3_peak_data_ER_WT2.txt","chr15",39596031,39669083,"chr15",39668322,39669680
"chr15",39596066,39669071,"chr15:39888267..39889233-chr15:39960437..39961272,3","chr15",39668322,39669680,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr15",39596066,39669071,"chr15",39668322,39669680
"chr15",39596067,39669012,"chr15:39888268..39889233-chr15:39960410..39961213,3","chr15",39668322,39669680,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr15",39596067,39669012,"chr15",39668322,39669680
"chr15",39624608,39669107,"chr15:39916809..39917658-chr15:39960492..39961308,2","chr15",39668322,39669680,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr15",39624608,39669107,"chr15",39668322,39669680
"chr15",39624608,39669107,"chr15:39916809..39917704-chr15:39960492..39961308,3","chr15",39668322,39669680,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr15",39624608,39669107,"chr15",39668322,39669680
"chr15",39627855,39668934,"chr15:39920056..39920589-chr15:39960433..39961135,3","chr15",39668322,39669680,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr15",39627855,39668934,"chr15",39668322,39669680
"chr15",39627856,39668923,"chr15:39920057..39920589-chr15:39960433..39961124,2","chr15",39668322,39669680,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr15",39627856,39668923,"chr15",39668322,39669680
"chr15",39627878,39668845,"chr15:39920079..39920917-chr15:39960384..39961046,3","chr15",39668322,39669680,"basic_Chia_ChiapetRep3_peak_data_ER_WT2.txt","chr15",39627878,39668845,"chr15",39668322,39669680
"chr15",39629288,39668813,"chr15:39921489..39922463-chr15:39960386..39961014,2","chr15",39668322,39669680,"basic_Chia_ChiapetRep3_peak_data_ER_WT2.txt","chr15",39629288,39668813,"chr15",39668322,39669680
"chr15",39629376,39669088,"chr15:39921577..39922481-chr15:39960668..39961289,3","chr15",39668322,39669680,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr15",39629376,39669088,"chr15",39668322,39669680
"chr15",39629376,39669088,"chr15:39921577..39922712-chr15:39960446..39961289,4","chr15",39668322,39669680,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr15",39629376,39669088,"chr15",39668322,39669680
"chr15",39654491,39669025,"chr15:39946692..39947398-chr15:39960604..39961226,2","chr15",39668322,39669680,"basic_Chia_ChiapetRep3_peak_data_ER_WT2.txt","chr15",39654491,39669025,"chr15",39668322,39669680
"chr15",39668175,39789642,"chr15:39960376..39961266-chr15:40081056..40081843,2","chr15",39668322,39669680,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr15",39668175,39789642,"chr15",39668322,39669680
"chr15",39668204,39785108,"chr15:39960405..39961195-chr15:40076760..40077309,2","chr15",39668322,39669680,"basic_Chia_ChiapetRep3_peak_data_ER_WT2.txt","chr15",39668204,39785108,"chr15",39668322,39669680
"chr15",39668568,39687288,"chr15:39960769..39961272-chr15:39978857..39979489,2","chr15",39668322,39669680,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr15",39668568,39687288,"chr15",39668322,39669680
"chr15",39668629,39789439,"chr15:39960830..39961348-chr15:40081129..40081640,2","chr15",39668322,39669680,"basic_Chia_ChiapetRep3_peak_data_ER_WT2.txt","chr15",39668629,39789439,"chr15",39668322,39669680
"chr15",50181151,50227741,"chr15:50473348..50474244-chr15:50519432..50519938,2","chr15",50205688,50206333,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr15",50181151,50227741,"chr15",50205688,50206333
"chr15",50690351,50855300,"chr15:50982548..50983158-chr15:51146956..51147497,2","chr15",50854382,50854838,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr15",50690351,50855300,"chr15",50854382,50854838
"chr15",50690396,50855317,"chr15:50982593..50983166-chr15:51146663..51147514,3","chr15",50854382,50854838,"basic_Chia_ChiapetRep3_peak_data_ER_WT2.txt","chr15",50690396,50855317,"chr15",50854382,50854838
"chr15",50690461,50855300,"chr15:50982658..50983185-chr15:51146936..51147497,2","chr15",50854382,50854838,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr15",50690461,50855300,"chr15",50854382,50854838
"chr15",50764662,50855317,"chr15:51056859..51057885-chr15:51146594..51147514,6","chr15",50854382,50854838,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr15",50764662,50855317,"chr15",50854382,50854838
"chr15",57591269,73710734,"chr15:57883467..57884028-chr15:74002521..74003075,2","chr15",64072612,64073121,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr15",57591269,73710734,"chr15",64521522,64522806
"chr15",57591269,73710734,"chr15:57883467..57884028-chr15:74002521..74003075,2","chr15",64072612,64073121,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr15",57591269,73710734,"chr15",64521522,64522806
"chr15",64521627,64624846,"chr15:64813826..64814858-chr15:64915657..64917045,12","chr15",64521522,64522806,"basic_Chia_ChiapetRep3_peak_data_ER_WT2.txt","chr15",64521627,64624846,"chr15",64521522,64522806
"chr15",64521657,64624796,"chr15:64813856..64815066-chr15:64915727..64916995,27","chr15",64521522,64522806,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr15",64521657,64624796,"chr15",64521522,64522806
"chr15",64521668,64624801,"chr15:64813867..64815066-chr15:64915565..64917000,43","chr15",64521522,64522806,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr15",64521668,64624801,"chr15",64521522,64522806
"chr15",64521671,64620808,"chr15:64813870..64814579-chr15:64912487..64913007,2","chr15",64521522,64522806,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr15",64521671,64620808,"chr15",64521522,64522806
"chr15",64521709,64572517,"chr15:64813908..64814770-chr15:64863571..64864716,5","chr15",64521522,64522806,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr15",64521709,64572517,"chr15",64521522,64522806
"chr15",64521732,64640869,"chr15:64813931..64814646-chr15:64932549..64933068,2","chr15",64521522,64522806,"basic_Chia_ChiapetRep3_peak_data_ER_WT2.txt","chr15",64521732,64640869,"chr15",64521522,64522806
"chr15",71096362,73710910,"chr15:71388701..71389562-chr15:74002595..74003251,2","chr15",71678809,71680344,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr15",71096362,73710910,"chr15",71678809,71680344
"chr15",73709825,73941079,"chr15:74002166..74003145-chr15:74232538..74233420,9","chr15",73917888,73919250,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr15",73709825,73941079,"chr15",73917888,73919250
"chr15",73709825,73941035,"chr15:74002166..74003145-chr15:74232560..74233376,6","chr15",73917888,73919250,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr15",73709825,73941035,"chr15",73917888,73919250
"chr15",73709832,73951815,"chr15:74002173..74002839-chr15:74243349..74244156,3","chr15",73917888,73919250,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr15",73709832,73951815,"chr15",73917888,73919250
"chr15",73709885,74025288,"chr15:74002226..74003064-chr15:74316885..74317629,3","chr15",73917888,73919250,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr15",73709885,74025288,"chr15",73917888,73919250
"chr15",73709885,74025302,"chr15:74002226..74003103-chr15:74316885..74317643,5","chr15",73917888,73919250,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr15",73709885,74025302,"chr15",73917888,73919250
"chr15",73709890,73941117,"chr15:74002231..74003126-chr15:74232770..74233458,3","chr15",73917888,73919250,"basic_Chia_ChiapetRep3_peak_data_ER_WT2.txt","chr15",73709890,73941117,"chr15",73917888,73919250
"chr15",73709900,74817993,"chr15:74002241..74003107-chr15:75109478..75110334,3","chr15",73917888,73919250,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr15",73709900,74817993,"chr15",73917888,73919250
"chr15",73709900,74817993,"chr15:74002241..74003107-chr15:75109478..75110334,3","chr15",73917888,73919250,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr15",73709900,74817993,"chr15",73917888,73919250
"chr15",73709998,73951719,"chr15:74002339..74003053-chr15:74243505..74244060,2","chr15",73917888,73919250,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr15",73709998,73951719,"chr15",73917888,73919250
"chr15",78950707,86588505,"chr15:79243049..79243885-chr15:87130991..87131736,2","chr15",80668937,80670232,"basic_Chia_ChiapetRep3_peak_data_ER_WT2.txt","chr15",78950707,86588505,"chr15",80668937,80670232
"chr15",80668518,80680287,"chr15:80960859..80961620-chr15:80971553..80972628,4","chr15",80668937,80670232,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr15",80668518,80680287,"chr15",80668937,80670232
"chr16",87789735,87790566,"chr15:89993459..89994220-chr16:87823341..87824172,2","chr16",87789520,87790252,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr16",87789735,87790566,"chr16",87789520,87790252
"chr15",92645269,98749439,"chr15:93188499..93189069-chr15:99292139..99292668,2","chr15",92868864,92869927,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr15",92645269,98749439,"chr15",95246276,95247669
"chr15",95772747,95895037,"chr15:96315976..96316660-chr15:96437363..96438266,3","chr15",95895296,95896503,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr15",95772747,95895037,"chr15",95895296,95896503
"chr15",95782987,95895040,"chr15:96326216..96327125-chr15:96437463..96438269,2","chr15",95895296,95896503,"basic_Chia_ChiapetRep3_peak_data_ER_WT2.txt","chr15",95782987,95895040,"chr15",95895296,95896503
"chr15",95783050,95895064,"chr15:96326279..96327104-chr15:96437704..96438293,2","chr15",95895296,95896503,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr15",95783050,95895064,"chr15",95895296,95896503
"chr15",95783050,95895064,"chr15:96326279..96327104-chr15:96437704..96438293,2","chr15",95895296,95896503,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr15",95783050,95895064,"chr15",95895296,95896503
"chr15",95875113,95895176,"chr15:96418342..96419306-chr15:96437646..96438405,3","chr15",95895296,95896503,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr15",95875113,95895176,"chr15",95895296,95896503
"chr15",95894081,95912288,"chr15:96437310..96438243-chr15:96454611..96455517,8","chr15",95895296,95896503,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr15",95894081,95912288,"chr15",95895296,95896503
"chr15",95894105,95912288,"chr15:96437334..96438237-chr15:96454635..96455517,5","chr15",95895296,95896503,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr15",95894105,95912288,"chr15",95895296,95896503
"chr15",95894230,96103589,"chr15:96437459..96437978-chr15:96646264..96646818,2","chr15",95895296,95896503,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr15",95894230,96103589,"chr15",95895296,95896503
"chr15",95894265,96337530,"chr15:96437494..96438084-chr15:96880092..96880759,2","chr15",96230123,96231322,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr15",95894265,96337530,"chr15",95895296,95896503
"chr15",95894492,96103779,"chr15:96437721..96438227-chr15:96646336..96647008,2","chr15",95895296,95896503,"basic_Chia_ChiapetRep3_peak_data_ER_WT2.txt","chr15",95894492,96103779,"chr15",95895296,95896503
"chr15",95895068,96337342,"chr15:96438297..96439403-chr15:96879700..96880571,3","chr15",96230123,96231322,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr15",95895068,96337342,"chr15",95895296,95896503
"chr15",95895156,96103696,"chr15:96438385..96439161-chr15:96646260..96646925,3","chr15",95895296,95896503,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr15",95895156,96103696,"chr15",95895296,95896503
"chr15",95895252,95912276,"chr15:96438481..96439281-chr15:96454569..96455505,3","chr15",95895296,95896503,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr15",95895252,95912276,"chr15",95895296,95896503
"chr15",95895376,95912272,"chr15:96438605..96439353-chr15:96454607..96455501,2","chr15",95895296,95896503,"basic_Chia_ChiapetRep3_peak_data_ER_WT2.txt","chr15",95895376,95912272,"chr15",95895296,95896503
"chr15",95911386,96337435,"chr15:96454615..96455439-chr15:96879983..96880664,2","chr15",96230123,96231322,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr15",95911386,96337435,"chr15",96230123,96231322
"chr15",96001273,96339919,"chr15:96544502..96545045-chr15:96882251..96883148,2","chr15",96230123,96231322,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr15",96001273,96339919,"chr15",96230123,96231322
"chr15",98669265,98749609,"chr15:99212494..99213163-chr15:99291996..99292838,2","chr15",98748597,98749724,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr15",98669265,98749609,"chr15",98748597,98749724
"chr15",98677618,98749784,"chr15:99220847..99221384-chr15:99292205..99293013,2","chr15",98748597,98749724,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr15",98677618,98749784,"chr15",98748597,98749724
"chr15",98748883,98854657,"chr15:99292112..99292950-chr15:99397331..99397886,2","chr15",98748597,98749724,"basic_Chia_ChiapetRep3_peak_data_ER_WT2.txt","chr15",98748883,98854657,"chr15",98748597,98749724
"chr15",98748926,98763937,"chr15:99292155..99293053-chr15:99306274..99307166,2","chr15",98748597,98749724,"basic_Chia_ChiapetRep3_peak_data_ER_WT2.txt","chr15",98748926,98763937,"chr15",98748597,98749724
"chr15",98748943,98764018,"chr15:99292172..99292935-chr15:99306237..99307247,4","chr15",98748597,98749724,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr15",98748943,98764018,"chr15",98748597,98749724
"chr15",98748943,98764018,"chr15:99292172..99293081-chr15:99306237..99307247,7","chr15",98748597,98749724,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr15",98748943,98764018,"chr15",98748597,98749724
"chr15",98749014,98758925,"chr15:99292243..99292778-chr15:99301621..99302154,2","chr15",98748597,98749724,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr15",98749014,98758925,"chr15",98748597,98749724
"chr15",98749014,98758892,"chr15:99292243..99293110-chr15:99301587..99302121,2","chr15",98748597,98749724,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr15",98749014,98758892,"chr15",98748597,98749724
"chr15",98749135,98780376,"chr15:99292364..99293043-chr15:99322665..99323605,3","chr15",98748597,98749724,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr15",98749135,98780376,"chr15",98748597,98749724
"chr15",98749185,98897463,"chr15:99292414..99293021-chr15:99439940..99440692,2","chr15",98748597,98749724,"basic_Chia_ChiapetRep3_peak_data_ER_WT2.txt","chr15",98749185,98897463,"chr15",98748597,98749724
"chr16",11127556,11156078,"chr16:11221413..11222111-chr16:11249231..11249935,2","chr16",11127035,11128342,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr16",11127556,11156078,"chr16",11127035,11128342
"chr16",11127754,11163648,"chr16:11221611..11222149-chr16:11256745..11257505,2","chr16",11127035,11128342,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr16",11127754,11163648,"chr16",11127035,11128342
"chr16",11457008,85306741,"chr16:11550864..11551384-chr16:85339762..85340347,3","chr16",46693861,46694329,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr16",11457008,85306741,"chr16",68635836,68636740
"chr16",11457008,85306741,"chr16:11550864..11551384-chr16:85339844..85340347,2","chr16",46693861,46694329,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr16",11457008,85306741,"chr16",68635836,68636740
"chr16",21511338,87861173,"chr16:21522659..21523262-chr16:87894262..87894779,2","chr16",46693861,46694329,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr16",21511338,87861173,"chr16",68635836,68636740
"chr16",2718858,2847069,"chr16:2768859..2769632-chr16:2896193..2897070,3","chr16",2846185,2847238,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr16",2718858,2847069,"chr16",2846185,2847238
"chr16",2744456,2912590,"chr16:2794457..2795271-chr16:2962085..2962591,2","chr16",2846185,2847238,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr16",2744456,2912590,"chr16",2846185,2847238
"chr16",2744456,2912590,"chr16:2794457..2795271-chr16:2962085..2962591,2","chr16",2846185,2847238,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr16",2744456,2912590,"chr16",2846185,2847238
"chr16",2744479,2858331,"chr16:2794480..2795000-chr16:2907714..2908332,2","chr16",2846185,2847238,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr16",2744479,2858331,"chr16",2846185,2847238
"chr16",29310649,88017636,"chr16:29321970..29322894-chr16:88050387..88051242,6","chr16",46693861,46694329,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr16",29310649,88017636,"chr16",68635836,68636740
"chr16",29310776,88017294,"chr16:29322097..29322894-chr16:88050372..88050900,4","chr16",46693861,46694329,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr16",29310776,88017294,"chr16",68635836,68636740
"chr16",70136382,72930069,"chr16:70170285..70171145-chr16:72963448..72963968,2","chr16",70205507,70205966,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr16",70136382,72930069,"chr16",71707682,71708714
"chr16",70136406,72913979,"chr16:70170309..70171136-chr16:72947288..72947878,2","chr16",70205507,70205966,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr16",70136406,72913979,"chr16",71707682,71708714
"chr16",80621270,80838238,"chr16:80655167..80656068-chr16:80871542..80872135,2","chr16",80836724,80837889,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr16",80621270,80838238,"chr16",80836724,80837889
"chr16",85465714,87790192,"chr16:85499320..85499847-chr16:87823289..87823798,2","chr16",87789520,87790252,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr16",85465714,87790192,"chr16",87789520,87790252
"chr16",85465714,87790192,"chr16:85499320..85499935-chr16:87823273..87823798,3","chr16",87789520,87790252,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr16",85465714,87790192,"chr16",87789520,87790252
"chr16",8678937,8786946,"chr16:8772794..8773549-chr16:8880009..8880803,2","chr16",8678686,8679840,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr16",8678937,8786946,"chr16",8678686,8679840
"chr16",8678944,9048159,"chr16:8772801..8773743-chr16:9141222..9142016,3","chr16",8678686,8679840,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr16",8678944,9048159,"chr16",8678686,8679840
"chr16",8678944,9048159,"chr16:8772801..8773743-chr16:9141222..9142016,3","chr16",8678686,8679840,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr16",8678944,9048159,"chr16",8678686,8679840
"chr16",8679192,8787211,"chr16:8773049..8773595-chr16:8880303..8881068,2","chr16",8678686,8679840,"basic_Chia_ChiapetRep1_peak_data_ER_WT2.txt","chr16",8679192,8787211,"chr16",8678686,8679840
"chr16",87778735,87791254,"chr16:87812341..87813784-chr16:87823093..87824860,33","chr16",87789520,87790252,"basic_Chia_ChiapetRep2_peak_data_ER_WT2.txt","chr16",87778735,87791254,"chr16",87789520,87790252
