seqnames	start	end	width	strand	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	GENENAME
chr14	20848201	20849049	849	*	20848722	32	25	7	1.15907283770866e-13	0.00867661211856385	3.13613880550353e-05	3136.13880550353	1.86095121404735e-05	1860.95121404735	1275.18759145618	1.59562821075645e-09	Distal Intergenic	14	20870278	20873370	3093	2	100507513	ENST00000556197.1	24321	NA
chr14	23129816	23130725	910	*	23130273	22	8	9	9.73234549617175e-08	0.000201985847097852	2.15609542878368e-05	2156.09542878368	5.95504388495153e-06	595.504388495153	1560.59104028853	0.00034990193421126	Promoter	14	23125297	23130143	4847	2	23428	ENST00000397310.6	0	SLC7A8
chr14	23664769	23665894	1126	*	23665464	30	8	10	1.17587051207124e-11	4.4941868282411e-07	2.94013013015956e-05	2940.13013015956	5.95504388495153e-06	595.504388495153	2344.62574166441	1.06401153570129e-07	Distal Intergenic	14	23639339	23645295	5957	1	10202	ENST00000553600.1	25430	DHRS2
chr14	31033372	31034561	1190	*	31033920	26	16	9	3.5870817427508e-10	0.00130023162534565	2.54811277947162e-05	2548.11277947162	1.19100877699031e-05	1191.00877699031	1357.10400248131	2.36303007675999e-06	Intron (ENST00000557346.6/11154, intron 1 of 5)	14	31026643	31093117	66475	1	11154	ENST00000555417.6	6729	AP4S1
chr14	31441414	31442338	925	*	31442068	30	17	7	1.1403100685925e-12	0.00125122335867156	2.94013013015956e-05	2940.13013015956	1.2654468255522e-05	1265.4468255522	1674.68330460736	1.30259883580847e-08	Intron (ENST00000502430.2/101927124, intron 2 of 3)	14	31427507	31457376	29870	2	112487	ENST00000547760.1	15038	DTD2
chr14	33781413	33782393	981	*	33781764	33	20	9	4.37427871702312e-14	0.000142500195225215	3.23414314317552e-05	3234.14314317552	1.48876097123788e-05	1488.76097123788	1745.38217193763	6.3473188066904e-10	Intron (ENST00000551634.6/64067, intron 8 of 10)	14	33735241	33780871	45631	1	64067	ENST00000552874.1	46172	NPAS3
chr14	35356069	35356707	639	*	35356268	21	5	3	5.14739784129858e-08	3.45198289385396e-05	2.05809109111169e-05	2058.09109111169	3.72190242809471e-06	372.190242809471	1685.90084830222	0.000196231110732361	Distal Intergenic	14	35310833	35317472	6640	1	5687	ENST00000556221.1	45236	PSMA6
chr14	37566281	37567508	1228	*	37567021	74	80	16	0	7.78403825762997e-06	7.25232098772692e-05	7252.32098772692	5.95504388495153e-05	5955.04388495153	1297.27710277539	0	Exon (ENST00000556024.1/ENST00000556024.1, exon 1 of 2)	14	37591093	37594262	3170	2	3169	ENST00000545425.2	26754	FOXA1
chr14	39218375	39218892	518	*	39218689	21	11	4	4.44817436218159e-08	0.00281906375849439	2.05809109111169e-05	2058.09109111169	8.18818534180835e-06	818.818534180835	1239.27255693086	0.00017347567670967	Distal Intergenic	14	39230231	39240588	10358	1	4253	ENST00000557148.5	-11339	CTAGE5
chr14	40367554	40368741	1188	*	40367874	23	15	16	1.65655067441151e-08	0.00423035019002993	2.25409976645566e-05	2254.09976645566	1.11657072842841e-05	1116.57072842841	1137.52903802725	7.11508835014681e-05	Intron (ENST00000652126.1/105370462, intron 5 of 7)	14	40267283	40348331	81049	2	105370463	ENST00000652631.1	-19223	NA
chr14	43307651	43309054	1404	*	43308453	26	12	18	3.40018657674079e-09	9.37693665314931e-06	2.54811277947162e-05	2548.11277947162	8.93256582742729e-06	893.25658274273	1654.85619672889	1.76949334854464e-05	Promoter	14	43308648	43314803	6156	1	105370470	ENST00000655457.1	0	NA
chr14	43448827	43449623	797	*	43449420	23	8	6	9.03094132809201e-09	6.1215674486137e-06	2.25409976645566e-05	2254.09976645566	5.95504388495153e-06	595.504388495153	1658.59537796051	4.23460707419484e-05	Distal Intergenic	14	43308648	43314803	6156	1	105370470	ENST00000655457.1	140179	NA
chr14	44771589	44772984	1396	*	44772121	31	14	9	4.10782519111308e-13	8.80851212547995e-06	3.03813446783155e-05	3038.13446783155	1.04213267986652e-05	1042.13267986652	1996.00178796503	5.05065260182847e-09	Distal Intergenic	14	44763153	44768069	4917	2	101927351	ENST00000665816.1	-3520	NA
chr14	45705177	45706583	1407	*	45706145	33	18	19	4.96269692007445e-14	9.36821747413719e-05	3.23414314317552e-05	3234.14314317552	1.33988487411409e-05	1339.88487411409	1894.25826906142	7.16885382148272e-10	Exon (ENST00000557602.1/105370479, exon 3 of 3)	14	45706260	45714420	8161	2	105370479	ENST00000554431.5	7837	NA
chr14	49911586	49912376	791	*	49911870	26	17	9	1.54471546665036e-09	0.00432500019418902	2.54811277947162e-05	2548.11277947162	1.2654468255522e-05	1265.4468255522	1282.66595391942	8.72992422942176e-06	Distal Intergenic	14	49893084	49897051	3968	1	382	ENST00000692608.1	18502	ARF6
chr14	50013326	50014223	898	*	50013758	22	11	6	5.53607665265687e-08	0.00156168826940217	2.15609542878368e-05	2156.09542878368	8.18818534180835e-06	818.818534180835	1337.27689460284	0.000210054137060342	Intron (ENST00000635379.1/196913, intron 5 of 11)	14	50007334	50011389	4056	2	196913	ENST00000553463.1	-1937	NA
chr14	51534035	51535458	1424	*	51534609	23	10	8	1.17736489446685e-08	0.000734171894933411	2.25409976645566e-05	2254.09976645566	7.44380485618941e-06	744.380485618941	1509.71928083672	5.29706003334026e-05	Intron (ENST00000556137.5/122786, intron 2 of 3)	14	51554660	51579297	24638	1	122786	ENST00000555952.5	-19202	FRMD6
chr14	60861225	60862582	1358	*	60861903	34	23	21	2.01838545876853e-13	0.000384242974267757	3.3321474808475e-05	3332.1474808475	1.71207511692356e-05	1712.07511692356	1620.07236392394	2.64450660917843e-09	Intron (ENST00000261245.9/4331, intron 6 of 7)	14	60879714	60982585	102872	1	4331	ENST00000553946.1	-17132	MNAT1
chr14	61514007	61516133	2127	*	61514938	49	16	14	0	7.45229433718464e-11	4.80221254592728e-05	4802.21254592728	1.19100877699031e-05	1191.00877699031	3611.20376893698	0	Intron (ENST00000555185.5/5583, intron 2 of 3)	14	61525090	61529205	4116	1	5583	ENST00000555110.1	-8957	PRKCH
chr14	61553558	61554175	618	*	61553953	29	3	4	3.26294546937334e-12	4.78240558265952e-10	2.84212579248758e-05	2842.12579248758	2.23314145685682e-06	223.314145685682	2618.81164680189	3.41268288448118e-08	Intron (ENST00000556347.1/5583, intron 3 of 3)	14	61535393	61545484	10092	2	105370525	ENST00000657687.1	-8074	NA
chr14	63671720	63673069	1350	*	63672474	34	19	19	1.29007915461443e-13	0.000130527163670568	3.3321474808475e-05	3332.1474808475	1.41432292267599e-05	1414.32292267599	1917.82455817151	1.76092634071354e-09	Distal Intergenic	14	63642153	63665593	23441	1	105370532	ENST00000656655.1	29567	NA
chr14	65598900	65600350	1451	*	65599802	25	8	14	1.26482097018155e-08	2.20340051058088e-05	2.45010844179963e-05	2450.10844179963	5.95504388495153e-06	595.504388495153	1854.60405330448	5.62765319575492e-05	Intron (ENST00000360689.9/2530, intron 3 of 10)	14	65636516	65721912	85397	1	2530	ENST00000557536.5	-36166	FUT8
chr14	66536546	66537800	1255	*	66537047	29	8	12	7.4753536694061e-12	6.40016366793006e-07	2.84212579248758e-05	2842.12579248758	5.95504388495153e-06	595.504388495153	2246.62140399242	7.02060371431837e-08	Intron (ENST00000315266.9/10243, intron 1 of 21)	14	66509059	66824554	315496	1	10243	ENST00000556020.1	27487	GPHN
chr14	68046805	68048339	1535	*	68047908	31	21	17	1.29390487213499e-09	0.0046793699434281	3.03813446783155e-05	3038.13446783155	1.56319901979978e-05	1563.19901979978	1474.93544803177	7.4966009147717e-06	Intron (ENST00000479335.5/5890, intron 8 of 11)	14	68000279	68497257	496979	1	5890	ENST00000557045.5	46526	RAD51B
chr14	68139863	68142533	2671	*	68140506	81	30	31	0	3.33066907387547e-16	7.93835135143081e-05	7938.35135143081	2.23314145685682e-05	2233.14145685682	5705.20989457399	0	Intron (ENST00000479335.5/5890, intron 8 of 11)	14	68125004	68130196	5193	2	105370546	ENST00000554679.1	-9667	NA
chr14	68177474	68178692	1219	*	68177862	29	16	12	1.59352364637044e-09	0.000939200247394023	2.84212579248758e-05	2842.12579248758	1.19100877699031e-05	1191.00877699031	1651.11701549727	8.9586119547055e-06	Intron (ENST00000479335.5/5890, intron 8 of 11)	14	68125004	68130196	5193	2	105370546	ENST00000554679.1	-47278	NA
chr14	68190865	68192280	1416	*	68191735	36	13	19	2.32115437981406e-11	5.06169462899386e-07	3.52815615619147e-05	3528.15615619147	9.67694631304624e-06	967.694631304624	2560.46152488685	1.97288445703931e-07	Intron (ENST00000479335.5/5890, intron 8 of 11)	14	68125004	68130196	5193	2	105370546	ENST00000554679.1	-60669	NA
chr14	68210226	68211137	912	*	68210578.5	24	6	6	2.07547511399397e-08	6.68265847580951e-06	2.35210410412765e-05	2352.10410412765	4.46628291371365e-06	446.628291371365	1905.47581275628	8.70548848263487e-05	Intron (ENST00000479335.5/5890, intron 8 of 11)	14	68125004	68130196	5193	2	105370546	ENST00000554679.1	-80030	NA
chr14	73227651	73229134	1484	*	73228563	30	2	7	2.08277839419679e-12	2.44939624138851e-11	2.94013013015956e-05	2940.13013015956	1.48876097123788e-06	148.876097123788	2791.25403303577	2.27435305692159e-08	Distal Intergenic	14	73237497	73274640	37144	1	89932	ENST00000340738.9	-8363	PAPLN
chr14	73695714	73697136	1423	*	73696743	27	6	14	1.29272292870297e-09	6.79603049613675e-07	2.6461171171436e-05	2646.1171171436	4.46628291371365e-06	446.628291371365	2199.48882577224	7.4966009147717e-06	3' UTR	14	73711783	73714384	2602	2	9240	ENST00000316836.5	17248	PNMA1
chr14	74018179	74018681	503	*	74018478	23	12	4	7.91147369838541e-09	0.00946177549778726	2.25409976645566e-05	2254.09976645566	8.93256582742729e-06	893.25658274273	1360.84318371293	3.76141411773096e-05	Promoter	14	74008930	74019271	10342	2	957	ENST00000557681.1	590	ENTPD5
chr14	75282868	75283909	1042	*	75283376	40	16	9	0	1.88580681873551e-05	3.92017350687941e-05	3920.17350687941	1.19100877699031e-05	1191.00877699031	2729.16472988911	0	Distal Intergenic	14	75280193	75281587	1395	1	2353	ENST00000555347.1	2675	FOS
chr14	75521164	75522339	1176	*	75521910	23	6	8	2.04296086714351e-08	3.82716898776891e-05	2.25409976645566e-05	2254.09976645566	4.46628291371365e-06	446.628291371365	1807.4714750843	8.58028115474028e-05	Promoter	14	75522455	75546887	24433	1	10538	ENST00000555795.1	-116	BATF
chr14	76904897	76905615	719	*	76905258	28	7	5	3.53067575176169e-11	7.91231930585834e-06	2.74412145481559e-05	2744.12145481559	5.21066339933259e-06	521.066339933259	2223.05511488233	2.91628566346962e-07	Distal Intergenic	14	76927974	76948727	20754	2	124903349	ENST00000688632.1	43112	NA
chr14	76919198	76919959	762	*	76919568	22	7	4	3.72592203756739e-08	0.000747078467386086	2.15609542878368e-05	2156.09542878368	5.21066339933259e-06	521.066339933259	1635.02908885042	0.000148361794169857	Distal Intergenic	14	76927974	76948727	20754	2	124903349	ENST00000688632.1	28768	NA
chr14	77111105	77111808	704	*	77111408	30	8	6	4.06441547085024e-12	5.33654318002341e-06	2.94013013015956e-05	2940.13013015956	5.95504388495153e-06	595.504388495153	2344.62574166441	4.16970454194256e-08	Intron (ENST00000555437.5/85457, intron 2 of 2)	14	77116568	77218884	102317	1	57156	ENST00000557408.5	-4760	TMEM63C
chr14	82813657	82814115	459	*	82813886	21	13	4	2.73877842627002e-08	0.00140255587833438	2.05809109111169e-05	2058.09109111169	9.67694631304624e-06	967.694631304624	1090.39645980707	0.000111115138201984	Distal Intergenic	14	82642636	82687370	44735	1	101928599	ENST00000556970.1	171021	NA
chr14	95273453	95274212	760	*	95273825	25	7	3	4.14317358199412e-10	3.56722712679947e-05	2.45010844179963e-05	2450.10844179963	5.21066339933259e-06	521.066339933259	1929.04210186638	2.67557608970152e-06	Intron (ENST00000298912.9/79789, intron 1 of 12)	14	95213225	95296243	83019	2	79789	ENST00000555336.6	22031	CLMN
chr14	96116362	96117877	1516	*	96117241	28	8	6	1.64683822134748e-11	0.000120902222718211	2.74412145481559e-05	2744.12145481559	5.95504388495153e-06	595.504388495153	2148.61706632044	1.44158400261737e-07	Distal Intergenic	14	96039384	96086809	47426	1	56967	ENST00000553782.1	76978	C14orf132
chr14	98806205	98807162	958	*	98806795	21	8	7	6.49551638032264e-08	0.00594427784979301	2.05809109111169e-05	2058.09109111169	5.95504388495153e-06	595.504388495153	1462.58670261654	0.000241899187602558	Distal Intergenic	14	98711662	98716173	4512	1	283598	ENST00000546029.2	94543	C14orf177
chr14	98822860	98823462	603	*	98823059	22	4	4	1.34135227369825e-08	5.99277903131634e-05	2.15609542878368e-05	2156.09542878368	2.97752194247576e-06	297.752194247576	1858.3432345361	5.9110183530228e-05	Distal Intergenic	14	98711662	98716173	4512	1	283598	ENST00000546029.2	111198	C14orf177
chr14	103880026	103880574	549	*	103880232	26	3	3	1.08652087327243e-10	9.0330890523127e-07	2.54811277947162e-05	2548.11277947162	2.23314145685682e-06	223.314145685682	2324.79863378594	7.9909938880118e-07	Exon (ENST00000658303.1/105370689, exon 4 of 4)	14	103875055	103877478	2424	1	105370689	ENST00000556653.1	4971	NA
chr14	103930289	103931001	713	*	103930488	22	8	8	4.41017088403939e-08	0.00594427784979301	2.15609542878368e-05	2156.09542878368	5.95504388495153e-06	595.504388495153	1560.59104028853	0.00017220204479919	Intron (ENST00000409874.9/122402, intron 1 of 35)	14	103928817	103965481	36665	1	122402	ENST00000496087.5	1472	TDRD9
chr15	50205689	50206101	413	*	50205888	36	16	2	0	3.88087736580278e-06	3.52815615619147e-05	3528.15615619147	1.19100877699031e-05	1191.00877699031	2337.14737920117	0	Promoter	15	50205353	50226134	20782	1	11001	ENST00000559938.1	336	SLC27A2
chr15	50854383	50854838	456	*	50854582	36	16	3	1.11022302462516e-16	1.11861648315337e-05	3.52815615619147e-05	3528.15615619147	1.19100877699031e-05	1191.00877699031	2337.14737920117	2.48361670735559e-12	Intron (ENST00000617693.4/ENST00000617693.4, intron 3 of 3)	15	50839879	50860931	21053	2	124903490	ENST00000619889.1	6093	NA
chr15	52013029	52013703	675	*	52013335	30	7	6	3.02913250038728e-12	2.74443961667536e-07	2.94013013015956e-05	2940.13013015956	5.21066339933259e-06	521.066339933259	2419.0637902263	3.22041971850249e-08	Intron (ENST00000560802.1/5597, intron 2 of 2)	15	52010999	52019095	8097	2	112543478	ENST00000561318.1	5392	NA
chr15	55357786	55358814	1029	*	55358510	40	10	12	0	5.21935050734612e-10	3.92017350687941e-05	3920.17350687941	7.44380485618941e-06	744.380485618941	3175.79302126047	0	Promoter	15	55340032	55359682	19651	2	9236	ENST00000564663.1	868	CCPG1
chr15	64072613	64073121	509	*	64072847	29	4	7	2.73625566649116e-12	4.32738811451117e-09	2.84212579248758e-05	2842.12579248758	2.97752194247576e-06	297.752194247576	2544.37359824	2.93813843373532e-08	Promoter	15	63983605	64072033	88429	2	23604	ENST00000559306.1	-580	DAPK2
chr15	64521523	64522862	1340	*	64522326	35	10	13	2.1094237467878e-15	1.06026312995944e-06	3.43015181851949e-05	3430.15181851949	7.44380485618941e-06	744.380485618941	2685.77133290055	3.9052731674281e-11	Intron (ENST00000326648.5/23060, intron 2 of 9)	15	64502378	64670433	168056	1	23060	ENST00000558680.5	19145	ZNF609
chr15	65226638	65227523	886	*	65227294	25	13	5	3.71062625070806e-10	0.000512996867556015	2.45010844179963e-05	2450.10844179963	9.67694631304624e-06	967.694631304624	1482.41381049501	2.42951142026594e-06	Exon (ENST00000625124.1/ENST00000625124.1, exon 1 of 1)	15	65194760	65211473	16714	2	8483	ENST00000261883.6	-15165	CILP
chr15	67038614	67039506	893	*	67039026	29	17	6	4.00002253542198e-12	0.00358429573963737	2.84212579248758e-05	2842.12579248758	1.2654468255522e-05	1265.4468255522	1576.67896693538	4.11675418348284e-08	Intron (ENST00000702335.1/102723493, intron 1 of 2)	15	66984103	67059212	75110	2	102723493	ENST00000702335.1	19706	NA
chr15	70323771	70324718	948	*	70324331	23	10	9	1.80890813439305e-08	0.00472742553853067	2.25409976645566e-05	2254.09976645566	7.44380485618941e-06	744.380485618941	1509.71928083672	7.705105506457e-05	Intron (ENST00000558226.1/ENST00000558226.1, intron 1 of 1)	15	70503907	70505928	2022	2	105370880	ENST00000559752.1	181210	NA
chr15	71104300	71105287	988	*	71104837	46	35	10	0	0.00302295959220855	4.50819953291133e-05	4508.19953291133	2.60533169966629e-05	2605.33169966629	1902.86783324503	0	Intron (ENST00000355327.7/79875, intron 1 of 17)	15	71096952	71783383	686432	1	79875	ENST00000355327.7	7348	THSD4
chr15	71679077	71680344	1268	*	71680141	22	6	5	2.3012957872659e-08	0.00113119535715533	2.15609542878368e-05	2156.09542878368	4.46628291371365e-06	446.628291371365	1709.46713741231	9.51638096783403e-05	Intron (ENST00000355327.7/79875, intron 8 of 17)	15	71660530	71733932	73403	1	79875	ENST00000567776.2	18547	THSD4
chr15	71691916	71693207	1292	*	71692688	23	4	13	3.98177981697501e-08	5.99277903131634e-05	2.25409976645566e-05	2254.09976645566	2.97752194247576e-06	297.752194247576	1956.34757220809	0.000156805312459339	Intron (ENST00000355327.7/79875, intron 8 of 17)	15	71660530	71733932	73403	1	79875	ENST00000567776.2	31386	THSD4
chr15	73918595	73919455	861	*	73919047	31	14	5	1.72528658026749e-13	4.42771147739496e-05	3.03813446783155e-05	3038.13446783155	1.04213267986652e-05	1042.13267986652	1996.00178796503	2.29658600126118e-09	Promoter	15	73908071	73919870	11800	2	100287616	ENST00000565689.5	415	LOXL1-AS1
chr15	78265904	78266911	1008	*	78266357	23	10	9	1.14412930241059e-08	0.000219986582672305	2.25409976645566e-05	2254.09976645566	7.44380485618941e-06	744.380485618941	1509.71928083672	5.17644912259261e-05	Promoter	15	78266181	78280684	14504	1	55466	ENST00000446172.2	0	DNAJA4
chr15	80669744	80670232	489	*	80669976	23	9	3	4.30094704295669e-09	0.00088796597935803	2.25409976645566e-05	2254.09976645566	6.69942437057047e-06	669.942437057047	1584.15732939862	2.17843102975664e-05	Distal Intergenic	15	80679684	80754519	74836	1	58489	ENST00000560609.1	-9452	ABHD17C
chr15	88540537	88540995	459	*	88540762	28	12	4	6.41509068088908e-12	0.00636166440895936	2.74412145481559e-05	2744.12145481559	8.93256582742729e-06	893.25658274273	1850.86487207286	6.09592951155062e-08	Intron (ENST00000649547.1/55070, intron 2 of 9)	15	88512483	88536334	23852	2	55070	ENST00000444300.1	-4203	DET1
chr15	92803655	92804536	882	*	92803854	23	14	5	1.27258938942276e-08	0.000286665502397199	2.25409976645566e-05	2254.09976645566	1.04213267986652e-05	1042.13267986652	1211.96708658915	5.65440779158883e-05	Intron (ENST00000557398.2/400451, intron 1 of 3)	15	92619302	92809798	190497	2	400451	ENST00000557398.2	5262	FAM174B
chr15	92868709	92869927	1219	*	92869658	30	12	6	2.71127564843709e-12	2.12788361930727e-07	2.94013013015956e-05	2940.13013015956	8.93256582742729e-06	893.25658274273	2046.87354741683	2.92105221400925e-08	Intron (ENST00000653163.1/100507217, intron 1 of 4)	15	92882707	92899701	16995	1	100507217	ENST00000557682.6	-12780	NA
chr15	95246277	95247669	1393	*	95247466	35	9	15	1.0769163338864e-14	2.60585952815973e-09	3.43015181851949e-05	3430.15181851949	6.69942437057047e-06	669.942437057047	2760.20938146244	1.76995704940525e-10	Intron (ENST00000698309.1/400456, intron 4 of 4)	15	95326528	95507010	180483	1	145820	ENST00000650234.1	-78859	LINC00924
chr15	95318591	95319752	1162	*	95319367	24	4	13	1.2284290584752e-08	2.80821027209832e-07	2.35210410412765e-05	2352.10410412765	2.97752194247576e-06	297.752194247576	2054.35190988007	5.48444692149764e-05	Intron (ENST00000698309.1/400456, intron 1 of 4)	15	95326528	95507010	180483	1	145820	ENST00000650234.1	-6776	LINC00924
chr15	95895224	95896503	1280	*	95895693	41	40	12	0	0.000588884642707121	4.0181778445514e-05	4018.1778445514	2.97752194247576e-05	2977.52194247576	1040.65590207563	0	Distal Intergenic	15	95990582	96300990	310409	1	112268156	ENST00000619812.1	-94079	NA
chr15	96052979	96054149	1171	*	96053566	27	22	16	1.38686675477118e-08	0.00106800066294244	2.6461171171436e-05	2646.1171171436	1.63763706836167e-05	1637.63706836167	1008.48004878193	6.05362076632533e-05	Intron (ENST00000619812.1/112268156, intron 1 of 3)	15	96045341	96064357	19017	2	105370998	ENST00000558860.2	10208	NA
chr15	96209379	96210089	711	*	96209778	25	8	8	4.20318557736721e-09	7.90787281990113e-07	2.45010844179963e-05	2450.10844179963	5.95504388495153e-06	595.504388495153	1854.60405330448	2.14238896110241e-05	Intron (ENST00000619812.1/112268156, intron 1 of 3)	15	96153416	96223055	69640	2	644192	ENST00000559505.1	12966	NR2F2-AS1
chr15	96230579	96231322	744	*	96230823	28	16	5	2.91926482987037e-11	1.47423011745973e-05	2.74412145481559e-05	2744.12145481559	1.19100877699031e-05	1191.00877699031	1553.11267782528	2.44258452093098e-07	Exon (ENST00000612923.1/ENST00000612923.1, exon 1 of 1)	15	96153416	96223055	69640	2	644192	ENST00000559505.1	-7524	NR2F2-AS1
chr15	98748598	98750073	1476	*	98749214	58	65	19	0	0.000211164249289797	5.68425158497515e-05	5684.25158497515	4.83847315652312e-05	4838.47315652312	845.778428452033	0	Intron (ENST00000649865.1/3480, intron 2 of 20)	15	98734712	98899546	164835	1	3480	ENST00000557938.5	13886	IGF1R
chr15	98779115	98780455	1341	*	98780100	29	29	15	2.10804729228187e-09	0.00322628341240183	2.84212579248758e-05	2842.12579248758	2.15870340829493e-05	2158.70340829493	683.422384192646	1.14902559739659e-05	Intron (ENST00000649865.1/3480, intron 2 of 20)	15	98784426	98784502	77	1	100616432	ENST00000580728.1	-3971	MIR4714
chr15	100721425	100722923	1499	*	100722313	41	26	7	0	0.00480345805889704	4.0181778445514e-05	4018.1778445514	1.93538926260925e-05	1935.38926260925	2082.78858194215	0	Intron (ENST00000559755.1/105371024, intron 1 of 2)	15	100716249	100828497	112249	1	105371024	ENST00000559755.1	5176	NA
chr15	101684333	101686288	1956	*	101685825	33	13	20	2.68451927354363e-13	9.71243632397201e-06	3.23414314317552e-05	3234.14314317552	9.67694631304624e-06	967.694631304624	2266.44851187089	3.44532059190262e-09	3' UTR	15	101695760	101701165	5406	2	123283	ENST00000557811.1	14877	TARSL2
chr15	101860500	101860967	468	*	101860729	25	13	4	3.46032758002934e-10	0.00337786764767734	2.45010844179963e-05	2450.10844179963	9.67694631304624e-06	967.694631304624	1482.41381049501	2.28420052608748e-06	Distal Intergenic	15	101842119	101850324	8206	1	390651	ENST00000560066.1	18381	OR4F13P
chr16	1296801	1297509	709	*	1297220.5	30	12	5	2.3081536681957e-12	0.00375501526699196	2.94013013015956e-05	2940.13013015956	8.93256582742729e-06	893.25658274273	2046.87354741683	2.50348564101444e-08	Intron (ENST00000711353.1/7329, intron 1 of 6)	16	1294360	1299533	5174	2	124903624	ENST00000711367.1	2024	NA
chr16	2846186	2847238	1053	*	2847030	34	7	6	1.14352971536391e-14	5.51410972438049e-09	3.3321474808475e-05	3332.1474808475	5.21066339933259e-06	521.066339933259	2811.08114091424	1.86045469714637e-10	Distal Intergenic	16	2839568	2842744	3177	2	124221	ENST00000390681.5	-3442	PRSS30P
chr16	3166460	3167029	570	*	3166813	24	6	4	2.3096236034803e-09	1.25132552589724e-05	2.35210410412765e-05	2352.10410412765	4.46628291371365e-06	446.628291371365	1905.47581275628	1.24001458634707e-05	Distal Intergenic	16	3147128	3148073	946	1	197350	ENST00000576807.1	19332	CASP16P
chr16	4020305	4021452	1148	*	4021185	23	7	7	1.16361708046853e-08	0.000149141260974983	2.25409976645566e-05	2254.09976645566	5.21066339933259e-06	521.066339933259	1733.0334265224	5.24252947304985e-05	Intron (ENST00000294016.8/115, intron 2 of 10)	16	3983392	4015682	32291	2	115	ENST00000575550.5	-4623	ADCY9
chr16	10590117	10590821	705	*	10590618	21	4	4	5.03172931098916e-08	1.44692191900164e-05	2.05809109111169e-05	2058.09109111169	2.97752194247576e-06	297.752194247576	1760.33889686412	0.000192648659444422	Distal Intergenic	16	10544180	10580632	36453	2	2013	ENST00000342147.4	-9485	EMP2
chr16	11127784	11128342	559	*	11128099	28	0	3	8.32589552857144e-12	2.95985458365067e-12	2.74412145481559e-05	2744.12145481559	0	0	2744.12145481559	7.79667353308121e-08	Intron (ENST00000703130.1/23274, intron 21 of 22)	16	11126010	11150317	24308	1	23274	ENST00000459723.1	1774	CLEC16A
chr16	46693862	46694329	468	*	46694091	25	14	5	2.66957789207822e-10	0.000391338277452857	2.45010844179963e-05	2450.10844179963	1.04213267986652e-05	1042.13267986652	1407.97576193312	1.80460377216093e-06	Promoter	16	46694937	46697898	2962	1	23594	ENST00000575571.5	-608	ORC6
chr16	47864444	47864902	459	*	47864669	26	14	5	7.6290751493957e-11	0.00198038758523189	2.54811277947162e-05	2548.11277947162	1.04213267986652e-05	1042.13267986652	1505.9800996051	5.86707608117003e-07	Intron (ENST00000569726.1/101927132, intron 2 of 5)	16	47858579	47908431	49853	1	101927132	ENST00000569726.1	5865	RP11-523L20.2
chr16	50396408	50397664	1257	*	50397461	21	5	5	3.96003984048932e-08	7.67376403785214e-05	2.05809109111169e-05	2058.09109111169	3.72190242809471e-06	372.190242809471	1685.90084830222	0.000156331405145117	Distal Intergenic	16	50390916	50395133	4218	2	105371248	ENST00000566876.1	-1275	NA
chr16	68635837	68636740	904	*	68636315	29	12	6	5.08504349738814e-12	0.000289505479787788	2.84212579248758e-05	2842.12579248758	8.93256582742729e-06	893.25658274273	1948.86920974485	5.00937742812334e-08	Exon (ENST00000565453.1/ENST00000565453.1, exon 1 of 2)	16	68630223	68630354	132	2	124903808	ENST00000516231.1	-5483	NA
chr16	70205508	70205966	459	*	70205733	25	12	5	6.72387590050505e-10	0.000475427999934053	2.45010844179963e-05	2450.10844179963	8.93256582742729e-06	893.25658274273	1556.8518590569	4.18144861797003e-06	Distal Intergenic	16	70219574	70221294	1721	2	100506060	ENST00000573141.6	15328	SMG1P7
chr16	71707683	71708714	1032	*	71708187	44	19	6	0	2.13022999253631e-05	4.31219085756736e-05	4312.19085756736	1.41432292267599e-05	1414.32292267599	2897.86793489137	0	Intron (ENST00000568954.5/23035, intron 2 of 18)	16	71644928	71715529	70602	2	23035	ENST00000393524.6	6815	PHLPP2
chr16	72996320	72997551	1232	*	72996855	27	12	5	4.16890966192796e-11	2.73079502003393e-05	2.6461171171436e-05	2646.1171171436	8.93256582742729e-06	893.25658274273	1752.86053440088	3.4171714473726e-07	Intron (ENST00000268489.10/463, intron 1 of 9)	16	72782885	73048128	265244	2	463	ENST00000268489.10	50577	ZFHX3
chr16	74850949	74852096	1148	*	74851780	28	6	11	3.43077788400592e-10	3.65641110278148e-07	2.74412145481559e-05	2744.12145481559	4.46628291371365e-06	446.628291371365	2297.49316344423	2.26934474135922e-06	Distal Intergenic	16	74842587	74843883	1297	1	105371343	ENST00000565194.1	8362	NA
chr16	75061785	75062654	870	*	75062451	22	2	5	4.73686433410947e-08	2.90244679623797e-07	2.15609542878368e-05	2156.09542878368	1.48876097123788e-06	148.876097123788	2007.21933165989	0.000183181993130479	Intron (ENST00000335325.9/84937, intron 1 of 4)	16	75095144	75105336	10193	1	84937	ENST00000579084.1	-32490	ZNRF1
chr16	85465423	85466478	1056	*	85465978	29	13	4	1.4856560426324e-11	0.00726124938954253	2.84212579248758e-05	2842.12579248758	9.67694631304624e-06	967.694631304624	1874.43116118295	1.30759732450425e-07	Intron (ENST00000637419.1/23199, intron 2 of 2)	16	85555967	85654346	98380	1	23199	ENST00000635906.1	-89489	GSE1
