Chr,Start,End,Center,Experiment Insertions,Background insertions,Reference Insertions,pvalue Reference,pvalue Background,Fraction Experiment,TPH Experiment,Fraction background,TPH background,TPH background subtracted,pvalue_adj Reference,Nearest Refseq1,Gene Name1,Direction1,Distance1,Nearest Refseq2,Gene Name2,Direction2,Distance2
chr12,52279915,52280705,52280502.0,22,10,3,2.7282101688896887e-08,0.0031222247663473812,2.156095428783678e-05,2156.095428783678,7.443804856189412e-06,744.3804856189412,1411.7149431647367,0.00011096588386201322,NM_001320198,KRT86,+,0,NM_002281,KRT81,-,5208
chr12,52330483,52331656,52331294.0,30,15,6,6.5391025927397095e-12,0.001387320087226529,2.940130130159561e-05,2940.130130159561,1.1165707284284118e-05,1116.5707284284117,1823.5594017311491,6.19549583067686e-08,NM_002282,KRT83,-,-9086,NM_001320198,KRT86,+,-21321
chr12,53871484,53872528,53871952.0,42,25,9,0.0,2.9359482612290044e-05,4.116182182223385e-05,4116.182182223385,1.860951214047353e-05,1860.951214047353,2255.230968176032,0.0,NR_047507,HOXC13-AS,-,62800,NM_017410,HOXC13,+,66264
chr12,56400883,56401342,56401113.0,34,13,4,2.886579864025407e-15,5.572421693522678e-06,3.332147480847502e-05,3332.1474808475023,9.676946313046236e-06,967.6946313046236,2364.4528495428785,5.1659227512996296e-11,NR_138471,TIMELESS,-,15031,NM_001638,APOF,-,-38085
chr12,58327981,58328449,58328211.0,24,14,5,2.1628379087701433e-09,0.008881156879551932,2.3521041041276488e-05,2352.1041041276485,1.0421326798665176e-05,1042.1326798665177,1309.9714242611308,1.1749140969162615e-05,NR_135022,LINC02403,+,-234622,NR_120452,LINC02388,-,237510
chr12,58912475,58913460,58912876.0,27,10,16,2.967025514166721e-10,0.00015711807228935282,2.6461171171436047e-05,2646.117117143605,7.443804856189412e-06,744.3804856189412,1901.7366315246636,1.9788413879620815e-06,NM_153377,LRIG3,-,0,NR_126341,LOC100506869,+,-99808
chr12,60119348,60120199,60119729.0,23,4,11,1.9814830887199264e-08,5.67435863518817e-07,2.2540997664556634e-05,2254.0997664556635,2.977521942475765e-06,297.7521942475765,1956.347572208087,8.343836203899641e-05,NM_001270622,SLC16A7,+,-329495,NM_153377,LRIG3,-,-1198811
chr12,60534707,60535675,60535149.0,21,14,7,7.88243735838634e-08,0.007326122294452175,2.0580910911116924e-05,2058.0910911116925,1.0421326798665176e-05,1042.1326798665177,1015.9584112451748,0.00028740871028896394,NM_001270622,SLC16A7,+,-744854,NM_178539,FAM19A2,-,1172573
chr12,63861992,63862776,63862396.0,39,14,5,0.0,8.961463160428451e-08,3.822169169207429e-05,3822.169169207429,1.0421326798665176e-05,1042.1326798665177,2780.0364893409114,0.0,NM_020762,SRGAP1,+,0,NR_126167,TMEM5-AS1,-,-39837
chr12,64889459,64890280,64889768.0,31,13,5,3.043121310497554e-13,0.00011114438879611388,3.0381344678315463e-05,3038.1344678315463,9.676946313046236e-06,967.6946313046236,2070.4398365269226,3.867871235020616e-09,NR_033988,LINC02389,+,0,NM_001330187,TBC1D30,+,-8442
chr12,66823165,66824282,66823977.0,22,7,11,5.1674856171857186e-08,0.00011910995090191889,2.156095428783678e-05,2156.095428783678,5.210663399332588e-06,521.0663399332589,1635.0290888504192,0.00019676404790823024,NM_001178074,GRIP1,-,-144021,NR_120490,LOC102724421,-,253344
chr12,66960722,66962160,66961565.0,22,10,12,6.739384295073592e-08,0.0018175040813527277,2.156095428783678e-05,2156.095428783678,7.443804856189412e-06,744.3804856189412,1411.7149431647367,0.0002492521433279099,NR_120490,LOC102724421,-,115466,NM_001178074,GRIP1,-,-281578
chr12,67273614,67275040,67274576.0,26,13,23,9.453710037021779e-09,0.003013396331093876,2.5481127794716194e-05,2548.1127794716194,9.676946313046236e-06,967.6946313046236,1580.4181481669957,4.4008140459652904e-05,NM_001329674,CAND1,+,0,NR_146500,LINC02420,-,165958
chr12,75706046,75707002,75706317.0,31,15,5,2.341460358934455e-13,1.751925972948154e-05,3.0381344678315463e-05,3038.1344678315463,1.1165707284284118e-05,1116.5707284284117,1921.5637394031346,3.041388949826869e-09,NM_007043,KRR1,-,-194409,NM_006851,GLIPR1,+,-204111
chr12,75890470,75891821,75891225.0,24,12,11,1.0137973793789001e-08,0.00041110546991873775,2.3521041041276488e-05,2352.1041041276485,8.932565827427295e-06,893.2565827427295,1458.847521384919,4.652119768779466e-05,NM_007350,PHLDA1,-,133626,NM_001330231,NAP1L1,-,152924
chr12,75943551,75944633,75944372.0,36,10,10,1.1102230246251565e-15,9.85946213560851e-10,3.528156156191473e-05,3528.156156191473,7.443804856189412e-06,744.3804856189412,2783.775670572532,2.141561711731767e-11,NM_007350,PHLDA1,-,80814,NM_001330231,NAP1L1,-,100112
chr12,75990335,75991813,75990907.0,31,12,6,3.4372504842394846e-13,1.3595320969006508e-06,3.0381344678315463e-05,3038.1344678315463,8.932565827427295e-06,893.2565827427295,2144.8778850888166,4.308388851907e-09,NM_007350,PHLDA1,-,33634,NM_001330231,NAP1L1,-,52932
chr12,79082734,79083801,79083559.0,29,19,13,1.2012169037234344e-11,0.0006285285283702535,2.8421257924875754e-05,2842.1257924875754,1.4143229226759883e-05,1414.3229226759884,1427.802869811587,1.0839020904969903e-07,NM_001135805,SYT1,+,0,NR_031700,MIR1252,+,335456
chr12,79683235,79686057,79684240.5,32,15,37,1.1052514459208851e-10,7.834893500091589e-06,3.136138805503532e-05,3136.138805503532,1.1165707284284118e-05,1116.5707284284117,2019.56807707512,8.091802052967444e-07,NM_002583,PAWR,-,0,NM_001143886,PPP1R12A,-,87506
chr12,82723781,82724495,82724184.0,21,5,7,5.680966863597092e-08,6.376018980347453e-06,2.0580910911116924e-05,2058.0910911116925,3.721902428094706e-06,372.1902428094706,1685.900848302222,0.0002146867800931437,NM_001320321,TMTC2,+,0,NR_144941,METTL25,+,-244545
chr12,87112486,87113289,87112914.0,24,3,9,2.357567030486507e-09,1.2864131826439973e-07,2.3521041041276488e-05,2352.1041041276485,2.2331414568568237e-06,223.31414568568238,2128.789958441966,1.260621683511983e-05,NR_135020,LOC105369879,+,217450,NM_001351285,MGAT4C,-,-273481
chr12,88299507,88301914,88300061.0,37,2,23,2.3314683517128287e-15,2.55351295663786e-15,3.626160493863458e-05,3626.160493863458,1.4887609712378825e-06,148.87609712378824,3477.28439673967,4.2431960017193824e-11,NM_181783,TMTC3,+,-99621,NM_025114,CEP290,-,-157292
chr12,89768910,89770129,89769511.0,24,11,7,3.1872980921221483e-09,0.0013352068440301013,2.3521041041276488e-05,2352.1041041276485,8.188185341808353e-06,818.8185341808353,1533.2855699468132,1.6694922293777147e-05,NR_028138,ATP2B1-AS1,+,-56959,NM_001001323,ATP2B1,-,-112844
chr12,91388330,91389114,91388752.0,25,11,8,6.179521339078065e-10,0.0006842575155460162,2.450108441799634e-05,2450.108441799634,8.188185341808353e-06,818.8185341808353,1631.2899076187987,3.872831056316811e-06,NM_001920,DCN,-,-205207,NM_133503,DCN,-,-208713
chr12,91613031,91613873,91613650.0,22,9,7,2.6586270185369187e-08,0.0016093032168096322,2.156095428783678e-05,2156.095428783678,6.699424370570471e-06,669.9424370570471,1486.152991726631,0.00010840945414111082,NR_132340,LINC01619,-,371103,NM_001920,DCN,-,-429908
chr12,93522705,93523316,93522919.0,24,14,5,2.448526603693324e-09,0.0016533597132069033,2.3521041041276488e-05,2352.1041041276485,1.0421326798665176e-05,1042.1326798665177,1309.9714242611308,1.3037258820817618e-05,NM_172177,MRPL42,+,-18934,NR_038263,SOCS2-AS1,-,42312
chr12,97500224,97501456,97500712.0,32,32,15,8.477663016037695e-13,0.00022838530251512168,3.136138805503532e-05,3136.138805503532,2.382017553980612e-05,2382.017553980612,754.1212515229199,9.930709794694146e-09,NR_024037,RMST,+,0,NR_031653,MIR1251,+,-8247
chr12,99959388,99960334,99959879.0,27,14,15,1.1661482890445996e-10,0.0006132499973958705,2.6461171171436047e-05,2646.117117143605,1.0421326798665176e-05,1042.1326798665177,1603.9844372770872,8.460726265152046e-07,NM_152788,ANKS1B,-,0,NM_015054,UHRF1BP1L,-,76751
chr12,102563797,102564525,102564110.0,21,6,6,3.8263326396226205e-08,6.1033446898006716e-05,2.0580910911116924e-05,2058.0910911116925,4.466282913713647e-06,446.62829137136475,1611.4627997403277,0.0001519842914671666,NM_000618,IGF1,-,-83153,NM_001111284,IGF1,-,-85147
chr12,104255302,104258234,104257586.0,30,8,25,3.6398140057514183e-10,2.233614607494161e-06,2.940130130159561e-05,2940.130130159561,5.95504388495153e-06,595.504388495153,2344.625741664408,2.3910283667630948e-06,NM_001093771,TXNRD1,+,0,NM_001261445,TXNRD1,+,28448
chr12,118059088,118060284,118059764.0,39,18,9,0.0,1.6137521681613975e-05,3.822169169207429e-05,3822.169169207429,1.3398848741140941e-05,1339.8848741140941,2482.284295093335,0.0,NM_001278558,WSB2,-,0,NM_019086,VSIG10,-,3309
chr12,118105961,118106846,118106217.0,27,12,6,5.3640647479369363e-11,0.00040109012390709964,2.6461171171436047e-05,2646.117117143605,8.932565827427295e-06,893.2565827427295,1752.8605344008754,4.287713911476096e-07,NM_019086,VSIG10,-,-1957,NM_002567,PEBP1,+,29038
chr12,120473918,120474788,120474522.0,21,11,6,1.2922867598241794e-07,0.00782496834588342,2.0580910911116924e-05,2058.0910911116925,8.188185341808353e-06,818.8185341808353,1239.2725569308573,0.0004515073335645924,NM_001037494,DYNLL1,+,0,NM_003769,SRSF9,-,-4164
chr12,121202732,121203568,121202953.0,31,12,4,1.6897594434794883e-13,2.041231341642913e-05,3.0381344678315463e-05,3038.1344678315463,8.932565827427295e-06,893.2565827427295,2144.8778850888166,2.258627827874316e-09,NM_001256796,P2RX4,+,6293,NR_033953,P2RX7,+,-16182
chr12,122111182,122112542,122112107.0,23,6,11,6.346491887576633e-08,4.374610516422184e-05,2.2540997664556634e-05,2254.0997664556635,4.466282913713647e-06,446.62829137136475,1807.4714750842986,0.00023744739686538778,NM_014938,MLXIP,+,0,NR_135044,LOC100506691,+,-42623
chr12,123445303,123446219,123445966.0,24,14,6,2.1891493062753398e-09,0.0037243408583766957,2.3521041041276488e-05,2352.1041041276485,1.0421326798665176e-05,1042.1326798665177,1309.9714242611308,1.1872051522854572e-05,NM_145058,RILPL2,-,-8571,NM_022717,SNRNP35,+,11885
chr12,124729782,124731013,124730495.0,26,5,5,2.8105662241983964e-10,9.031160841110886e-05,2.5481127794716194e-05,2548.1127794716194,3.721902428094706e-06,372.1902428094706,2175.922536662149,1.8862072962066064e-06,NM_001082959,SCARB1,-,46615,NM_001077261,NCOR2,-,-162319
chr13,18870448,18871054,18870836.0,21,9,9,4.958267030286123e-08,0.0004131573907675268,2.0580910911116924e-05,2058.0910911116925,6.699424370570471e-06,669.9424370570471,1388.1486540546455,0.00019037275127384938,NR_138091,ANKRD20A9P,-,0,NR_104118,LINC00408,+,34385
chr13,20021202,20022419,20021826.0,24,4,10,7.473502705579449e-09,6.055373841240552e-07,2.3521041041276488e-05,2352.1041041276485,2.977521942475765e-06,297.7521942475765,2054.351909880072,3.593240022775629e-05,NM_001353159,ZMYM2,+,0,NR_126380,LINC01072,+,80282
chr13,22978891,22979856,22979447.0,24,19,5,1.32200594915588e-09,0.007598155034006737,2.3521041041276488e-05,2352.1041041276485,1.4143229226759883e-05,1414.3229226759884,937.7811814516601,7.631959297967206e-06,NR_138043,LINC00621,-,-62523,NR_033774,BASP1P1,-,-80711
chr13,22996297,22997475,22997006.0,21,9,8,7.59137818162614e-08,0.00025935966736312377,2.0580910911116924e-05,2058.0910911116925,6.699424370570471e-06,669.9424370570471,1388.1486540546455,0.00027789119743586263,NR_138043,LINC00621,-,-79929,NR_033774,BASP1P1,-,-98117
chr13,32791233,32791934,32791646.0,26,3,5,1.6290147009101474e-10,1.2903848545242624e-08,2.5481127794716194e-05,2548.1127794716194,2.2331414568568237e-06,223.31414568568238,2324.798633785937,1.1469852993953494e-06,NM_015032,PDS5B,+,-13214,NR_047020,LINC00423,-,17256
chr13,33345407,33346131,33345708.0,25,12,4,7.171553351170701e-10,3.048944260530817e-05,2.450108441799634e-05,2450.108441799634,8.932565827427295e-06,893.2565827427295,1556.8518590569045,4.425675481871059e-06,NM_001243476,STARD13,-,0,NR_146541,LINC02344,-,-10142
chr13,33633382,33634319,33633838.0,34,31,8,1.432187701766452e-14,0.0008929781260607061,3.332147480847502e-05,3332.1474808475023,2.3075795054187178e-05,2307.579505418718,1024.5679754287844,2.250520192967681e-10,NM_001243476,STARD13,-,0,NM_181558,RFC3,+,183750
chr13,34390627,34391771,34391346.0,21,10,10,1.3439709789508925e-07,0.001367166769039141,2.0580910911116924e-05,2058.0910911116925,7.443804856189412e-06,744.3804856189412,1313.7106054927513,0.00046602692801675196,NR_146542,LINC02343,+,0,NR_047036,LINC00457,-,43680
chr13,35713829,35716812,35715053.0,51,11,21,0.0,2.980060642698845e-12,4.9982212212712535e-05,4998.221221271254,8.188185341808353e-06,818.8185341808353,4179.402687090418,0.0,NR_132115,LINC00445,+,-14575,NR_132116,LINC00445,+,-14829
chr13,40181425,40182366,40181784.0,26,0,6,1.2342060706771463e-10,4.4625303452505705e-11,2.5481127794716194e-05,2548.1127794716194,0.0,0.0,2548.1127794716194,8.894406828025189e-07,NR_046870,LINC00332,+,0,NR_033877,LINC00548,-,12143
chr13,41051578,41052693,41052448.0,22,15,12,1.3228898687600577e-07,0.008039196107292201,2.156095428783678e-05,2156.095428783678,1.1165707284284118e-05,1116.5707284284117,1039.5247003552663,0.000460700615741758,NM_007187,WBP4,+,8564,NM_172373,ELF1,-,-32207
chr13,42594233,42595218,42594732.0,25,6,11,1.3079498595303107e-09,6.010807855294509e-05,2.450108441799634e-05,2450.108441799634,4.466282913713647e-06,446.62829137136475,2003.480150428269,7.564369508795495e-06,NM_033012,TNFSF11,+,0,NR_135319,LINC02341,+,-108278
chr13,46359246,46360291,46359816.0,26,19,13,7.829856762953114e-10,0.003978953702354571,2.5481127794716194e-05,2548.1127794716194,1.4143229226759883e-05,1414.3229226759884,1133.789856795631,4.8042854945257745e-06,NM_001286764,RUBCNL,-,0,NR_047493,LINC00563,-,-61403
chr13,49570029,49571237,49570389.0,33,18,9,2.120525977034049e-14,2.4796360511891713e-05,3.234143143175517e-05,3234.143143175517,1.3398848741140941e-05,1339.8848741140941,1894.2582690614227,3.2528282818622937e-10,NM_018191,RCBTB1,-,0,NM_001320727,SETDB2-PHF11,+,-41039
chr13,51523339,51524604,51524334.0,30,7,14,4.248823515240474e-12,2.734648351099267e-07,2.940130130159561e-05,2940.130130159561,5.210663399332588e-06,521.0663399332589,2419.063790226302,4.290568539257611e-08,NR_039852,MIR4703,+,27985,NM_052950,WDFY2,+,59744
chr13,70668115,70668804,70668549.0,24,19,9,1.2108015701173258e-09,0.0068631957563211055,2.3521041041276488e-05,2352.1041041276485,1.4143229226759883e-05,1414.3229226759884,937.7811814516601,7.053175319140843e-06,NR_047699,LINC00348,+,346337,NR_002717,ATXN8OS,+,-528363
chr13,93559572,93560452,93559942.0,23,0,12,9.937249023650452e-09,2.1437994712769637e-09,2.2540997664556634e-05,2254.0997664556635,0.0,0.0,2254.0997664556635,4.5861429289891395e-05,NM_005708,GPC6,+,0,NR_046536,GPC6-AS2,-,257972
chr13,95099735,95100823,95100473.0,24,8,11,2.038185731301212e-09,0.00017853749465090996,2.3521041041276488e-05,2352.1041041276485,5.95504388495153e-06,595.504388495153,1756.5997156324956,1.1166145068097464e-05,NM_001301829,ABCC4,-,0,NR_145733,SNORD13G,+,109521
chr13,108919157,108919980,108919388.0,27,6,9,3.4817815297572e-11,2.4034868073563587e-07,2.6461171171436047e-05,2646.117117143605,4.466282913713647e-06,446.62829137136475,2199.48882577224,2.883292821756071e-07,NM_015011,MYO16,+,0,NR_047700,MYO16-AS1,-,243925
chr13,112913588,112914055,112913788.0,20,2,4,1.3847808122413596e-07,5.583641664574923e-05,1.960086753439707e-05,1960.0867534397073,1.4887609712378825e-06,148.87609712378824,1811.210656315919,0.0004791463578160264,NM_015205,ATP11A,+,-26421,NR_034002,MCF2L-AS1,-,53429
chr14,20848200,20849049,20848722.0,32,25,7,1.1590728377086634e-13,0.008676612118563853,3.136138805503532e-05,3136.138805503532,1.860951214047353e-05,1860.951214047353,1275.1875914561788,1.5956282107564535e-09,NM_002935,RNASE3,+,42354,NM_002933,RNASE1,-,-45324
chr14,23129815,23130725,23130273.0,22,8,9,9.732345496171746e-08,0.00020198584709785194,2.156095428783678e-05,2156.095428783678,5.95504388495153e-06,595.504388495153,1560.5910402885252,0.0003499019342112599,NM_001267036,SLC7A8,-,0,NM_001805,CEBPE,-,-10205
chr14,23664768,23665894,23665464.0,30,8,10,1.175870512071242e-11,4.494186828241098e-07,2.940130130159561e-05,2940.130130159561,5.95504388495153e-06,595.504388495153,2344.625741664408,1.0640115357012918e-07,NM_005794,DHRS2,+,-19130,NM_001318835,DHRS2,+,-22331
chr14,31033371,31034561,31033920.0,26,16,9,3.5870817427507973e-10,0.0013002316253456492,2.5481127794716194e-05,2548.1127794716194,1.191008776990306e-05,1191.008776990306,1357.1040024813135,2.3630300767599875e-06,NM_001254729,AP4S1,+,0,NM_014574,STRN3,-,-6971
chr14,31441413,31442338,31442068.0,30,17,7,1.1403100685924983e-12,0.0012512233586715604,2.940130130159561e-05,2940.130130159561,1.2654468255522001e-05,1265.4468255522002,1674.6833046073607,1.3025988358084735e-08,NR_110045,LOC101927124,+,0,NM_080664,DTD2,-,3698
chr14,33781412,33782393,33781764.0,33,20,9,4.374278717023117e-14,0.00014250019522521473,3.234143143175517e-05,3234.143143175517,1.4887609712378825e-05,1488.7609712378824,1745.3821719376344,6.347318806690396e-10,NM_001164749,NPAS3,+,0,NR_132771,SNORA89,+,-72300
chr14,35356068,35356707,35356268.0,21,5,3,5.1473978412985844e-08,3.4519828938539554e-05,2.0580910911116924e-05,2058.0910911116925,3.721902428094706e-06,372.1902428094706,1685.900848302222,0.0001962311107323605,NM_001282234,PSMA6,+,-38590,NM_020529,NFKBIA,-,44803
chr14,37566280,37567508,37567021.0,74,80,16,0.0,7.784038257629966e-06,7.252320987726917e-05,7252.320987726916,5.95504388495153e-05,5955.043884951529,1297.277102775387,0.0,NM_001195297,MIPOL1,+,-15022,NM_004496,FOXA1,-,22044
chr14,39218374,39218892,39218689.0,21,11,4,4.4481743621815895e-08,0.002819063758494389,2.0580910911116924e-05,2058.0910911116925,8.188185341808353e-06,818.8185341808353,1239.2725569308573,0.00017347567670967032,NM_001329214,MIA2,+,15018,NM_054024,MIA2,+,15029
chr14,40367553,40368741,40367874.0,23,15,16,1.6565506744115055e-08,0.00423035019002993,2.2540997664556634e-05,2254.0997664556635,1.1165707284284118e-05,1116.5707284284117,1137.5290380272518,7.11508835014681e-05,NR_109757,LINC02315,+,585970,NM_203301,FBXO33,-,-935054
chr14,43307650,43309054,43308453.0,26,12,18,3.4001865767407935e-09,9.376936653149315e-06,2.5481127794716194e-05,2548.1127794716194,8.932565827427295e-06,893.2565827427295,1654.85619672889,1.7694933485446433e-05,NM_032135,FSCB,-,1195097,NR_135257,LOC105370473,+,1198355
chr14,43448826,43449623,43449420.0,23,8,6,9.030941328092013e-09,6.121567448613696e-06,2.2540997664556634e-05,2254.0997664556635,5.95504388495153e-06,595.504388495153,1658.5953779605106,4.234607074194844e-05,NM_032135,FSCB,-,1054528,NR_135257,LOC105370473,+,1057786
chr14,44771588,44772984,44772121.0,31,14,9,4.107825191113079e-13,8.80851212547995e-06,3.0381344678315463e-05,3038.1344678315463,1.0421326798665176e-05,1042.1326798665177,1996.0017879650286,5.05065260182847e-09,NR_146457,LINC02302,-,0,NM_001017923,C14orf28,+,124320
chr14,45705176,45706583,45706145.0,33,18,19,4.96269692007445e-14,9.368217474137186e-05,3.234143143175517e-05,3234.143143175517,1.3398848741140941e-05,1339.8848741140941,1894.2582690614227,7.168853821482721e-10,NR_146546,LINC02303,-,0,NR_102701,LINC00871,+,357576
chr14,49911585,49912376,49911870.0,26,17,9,1.5447154666503593e-09,0.0043250001941890215,2.5481127794716194e-05,2548.1127794716194,1.2654468255522001e-05,1265.4468255522002,1282.6659539194193,8.729924229421759e-06,NM_001663,ARF6,+,-14532,NR_027260,RN7SL2,-,-48737
chr14,50013325,50014223,50013758.0,22,11,6,5.536076652656874e-08,0.0015616882694021728,2.156095428783678e-05,2156.095428783678,8.188185341808353e-06,818.8185341808353,1337.2768946028427,0.00021005413706034156,NR_131171,LINC01599,-,0,NR_126498,LINC01588,-,-5806
chr14,51534034,51535458,51534609.0,23,10,8,1.177364894466848e-08,0.0007341718949334108,2.2540997664556634e-05,2254.0997664556635,7.443804856189412e-06,744.3804856189412,1509.7192808367222,5.297060033340259e-05,NR_051990,FRMD6-AS2,-,0,NR_047477,FRMD6-AS2,-,11171
chr14,60861224,60862582,60861903.0,34,23,21,2.0183854587685346e-13,0.00038424297426775667,3.332147480847502e-05,3332.1474808475023,1.7120751169235648e-05,1712.0751169235648,1620.0723639239375,2.644506609178431e-09,NM_001177963,MNAT1,+,0,NM_001350254,TRMT5,-,108867
chr14,61514006,61516133,61514938.0,49,16,14,0.0,7.45229433718464e-11,4.802212545927283e-05,4802.212545927283,1.191008776990306e-05,1191.008776990306,3611.203768936977,0.0,NM_006255,PRKCH,+,0,NR_110417,LOC101927780,-,40139
chr14,61553557,61554175,61553953.0,29,3,4,3.262945469373335e-12,4.782405582659521e-10,2.8421257924875754e-05,2842.1257924875754,2.2331414568568237e-06,223.31414568568238,2618.811646801893,3.412682884481181e-08,NR_110417,LOC101927780,-,2097,NM_006255,PRKCH,+,-2578
chr14,63671719,63673069,63672474.0,34,19,19,1.290079154614432e-13,0.0001305271636705685,3.332147480847502e-05,3332.1474808475023,1.4143229226759883e-05,1414.3229226759884,1917.824558171514,1.7609263407135436e-09,NM_030791,SGPP1,-,11147,NM_001008726,WDR89,-,-29797
chr14,65598899,65600350,65599802.0,25,8,14,1.264820970181546e-08,2.2034005105808774e-05,2.450108441799634e-05,2450.108441799634,5.95504388495153e-06,595.504388495153,1854.604053304481,5.62765319575492e-05,NM_004480,FUT8,+,0,NR_030355,MIR625,+,-127714
chr14,66536545,66537800,66537047.0,29,8,12,7.475353669406104e-12,6.400163667930059e-07,2.8421257924875754e-05,2842.1257924875754,5.95504388495153e-06,595.504388495153,2246.6214039924225,7.020603714318367e-08,NM_001024218,GPHN,+,0,NR_024338,CCDC196,+,-37993
chr14,68046804,68048339,68047908.0,31,21,17,1.2939048721349877e-09,0.004679369943428102,3.0381344678315463e-05,3038.1344678315463,1.5631990197997764e-05,1563.1990197997766,1474.9354480317697,7.4966009147717005e-06,NM_001321819,RAD51B,+,0,NM_015346,ZFYVE26,-,-230216
chr14,68139862,68142533,68140506.0,81,30,31,0.0,3.3306690738754696e-16,7.938351351430814e-05,7938.351351430814,2.2331414568568236e-05,2233.1414568568234,5705.209894573991,0.0,NM_001321819,RAD51B,+,0,NM_015346,ZFYVE26,-,-323274
chr14,68177473,68178692,68177862.0,29,16,12,1.5935236463704427e-09,0.0009392002473940231,2.8421257924875754e-05,2842.1257924875754,1.191008776990306e-05,1191.008776990306,1651.1170154972694,8.958611954705505e-06,NM_001321819,RAD51B,+,0,NM_015346,ZFYVE26,-,-360885
chr14,68190864,68192280,68191735.0,36,13,19,2.321154379814061e-11,5.061694628993862e-07,3.528156156191473e-05,3528.156156191473,9.676946313046236e-06,967.6946313046236,2560.4615248868495,1.9728844570393106e-07,NM_001321819,RAD51B,+,0,NM_015346,ZFYVE26,-,-374276
chr14,68210225,68211137,68210578.5,24,6,6,2.0754751139939742e-08,6.682658475809511e-06,2.3521041041276488e-05,2352.1041041276485,4.466282913713647e-06,446.62829137136475,1905.4758127562836,8.705488482634866e-05,NM_001321819,RAD51B,+,0,NM_015346,ZFYVE26,-,-393637
chr14,73227650,73229134,73228563.0,30,2,7,2.0827783941967937e-12,2.449396241388513e-11,2.940130130159561e-05,2940.130130159561,1.4887609712378825e-06,148.87609712378824,2791.2540330357724,2.274353056921589e-08,NM_000021,PSEN1,+,-3960,NM_173462,PAPLN,+,8363
chr14,73695713,73697136,73696743.0,27,6,14,1.2927229287029718e-09,6.796030496136751e-07,2.6461171171436047e-05,2646.117117143605,4.466282913713647e-06,446.62829137136475,2199.48882577224,7.4966009147717005e-06,NM_001201366,DNAL1,+,0,NM_006029,PNMA1,-,14647
chr14,74018178,74018681,74018478.0,23,12,4,7.911473698385407e-09,0.009461775497787261,2.2540997664556634e-05,2254.0997664556635,8.932565827427295e-06,893.2565827427295,1360.843183712934,3.761414117730957e-05,NM_001330189,ENTPD5,-,0,NM_025057,BBOF1,+,675
chr14,75282867,75283909,75283376.0,40,16,9,0.0,1.8858068187355137e-05,3.920173506879414e-05,3920.1735068794146,1.191008776990306e-05,1191.008776990306,2729.1647298891085,0.0,NM_005252,FOS,+,-634,NR_038421,LINC01220,+,10495
chr14,75521163,75522339,75521910.0,23,6,8,2.0429608671435062e-08,3.827168987768914e-05,2.2540997664556634e-05,2254.0997664556635,4.466282913713647e-06,446.62829137136475,1807.4714750842986,8.580281154740282e-05,NM_006399,BATF,+,102,NM_001135047,JDP2,+,-48463
chr14,76904896,76905615,76905258.0,28,7,5,3.5306757517616916e-11,7.91231930585834e-06,2.74412145481559e-05,2744.12145481559,5.210663399332588e-06,521.0663399332589,2223.055114882331,2.916285663469618e-07,NM_194287,LRRC74A,+,-34595,NR_133913,LINC01629,+,54023
chr14,76919197,76919959,76919568.0,22,7,4,3.725922037567386e-08,0.0007470784673860864,2.156095428783678e-05,2156.095428783678,5.210663399332588e-06,521.0663399332589,1635.0290888504192,0.0001483617941698566,NR_133913,LINC01629,+,39679,NM_194287,LRRC74A,+,-48896
chr14,77111104,77111808,77111408.0,30,8,6,4.0644154708502356e-12,5.336543180023412e-06,2.940130130159561e-05,2940.130130159561,5.95504388495153e-06,595.504388495153,2344.625741664408,4.1697045419425606e-08,NM_033426,CIPC,+,0,NM_174976,ZDHHC22,-,19462
chr14,82813656,82814115,82813886.0,21,13,4,2.7387784262700166e-08,0.0014025558783343772,2.0580910911116924e-05,2058.0910911116925,9.676946313046236e-06,967.6946313046236,1090.3964598070688,0.00011111513820198372,NR_146650,LINC02301,+,-106832,NR_146498,LINC02311,-,-1070519
chr14,95273452,95274212,95273825.0,25,7,3,4.1431735819941196e-10,3.567227126799466e-05,2.450108441799634e-05,2450.108441799634,5.210663399332588e-06,521.0663399332589,1929.042101866375,2.675576089701517e-06,NM_024734,CLMN,-,0,NR_110127,LINC02292,+,55372
chr14,96116361,96117877,96117241.0,28,8,6,1.6468382213474797e-11,0.00012090222271821105,2.74412145481559e-05,2744.12145481559,5.95504388495153e-06,595.504388495153,2148.617066320437,1.441584002617373e-07,NM_001252507,C14orf132,+,-22391,NM_000623,BDKRB2,+,86921
chr14,98806204,98807162,98806795.0,21,8,7,6.495516380322641e-08,0.0059442778497930115,2.0580910911116924e-05,2058.0910911116925,5.95504388495153e-06,595.504388495153,1462.5867026165397,0.00024189918760255836,NM_001346978,C14orf177,+,-88439,NM_001282237,BCL11B,-,362126
chr14,98822859,98823462,98823059.0,22,4,4,1.3413522736982486e-08,5.992779031316342e-05,2.156095428783678e-05,2156.095428783678,2.977521942475765e-06,297.7521942475765,1858.3432345361016,5.9110183530227957e-05,NM_001346978,C14orf177,+,-105094,NM_001282237,BCL11B,-,345826
chr14,103880025,103880574,103880232.0,26,3,3,1.0865208732724341e-10,9.033089052312704e-07,2.5481127794716194e-05,2548.1127794716194,2.2331414568568237e-06,223.31414568568238,2324.798633785937,7.990993888011802e-07,NR_038436,LINC00637,+,-21977,NM_001127393,C14orf2,-,31714
