"Chr","Start","End","Center","Experiment.Insertions","Background.insertions","Reference.Insertions","pvalue.Reference","pvalue.Background","Fraction.Experiment","TPH.Experiment","Fraction.background","TPH.background","TPH.background.subtracted","pvalue_adj.Reference","Nearest.Refseq1","Gene.Name1","Direction1","Distance1","Nearest.Refseq2","Gene.Name2","Direction2","Distance2"
"chr5",19314938,19315495,19315195.5,32,24,3,2.52020626589911e-14,0.0019201434347651,3.13613880550353e-05,3136.13880550353,1.78651316548546e-05,1786.51316548546,1349.62564001807,3.79366649205792e-10,"NM_001349559","CDH18","-",155801,"NR_146519","CDH18-AS1","+",990056
"chr11",101033439,101034888,101034141,34,22,18,2.56461518688411e-14,4.1704975129786e-05,3.3321474808475e-05,3332.1474808475,1.63763706836167e-05,1637.63706836167,1694.51041248583,3.84255935597565e-10,"NM_001271162","PGR","-",0,"NM_032021","TMEM133","+",-39505
"chr20",42190407,42191588,42190935,33,10,12,2.66453525910038e-14,5.95337987685518e-07,3.23414314317552e-05,3234.14314317552,7.44380485618941e-06,744.380485618941,2489.76265755658,3.97378673176895e-10,"NM_007050","PTPRT","-",0,"NR_110004","LOC101927159","+",493895
"chr6",88380547,88382031,88381798,32,19,11,3.04201108747293e-14,0.000324920704608989,3.13613880550353e-05,3136.13880550353,1.41432292267599e-05,1414.32292267599,1721.81588282754,4.51583321683973e-10,"NR_110867","LOC101928936","-",143893,"NM_016083","CNR1","-",-214500
"chr4",114326003,114327060,114326389.5,32,26,9,3.26405569239796e-14,0.00255935894082082,3.13613880550353e-05,3136.13880550353,1.93538926260925e-05,1935.38926260925,1200.74954289428,4.80120533893179e-10,"NM_001128174","UGT8","+",271342,"NM_001322114","UGT8","+",272225
"chr8",101408817,101410018,101409705,38,24,9,3.25295346215171e-14,5.75040866569454e-05,3.72416483153544e-05,3724.16483153544,1.78651316548546e-05,1786.51316548546,1937.65166604998,4.80120533893179e-10,"NR_002182","NACAP1","+",-39223,"NM_001330593","GRHL2","+",82421
"chr3",34011699,34012418,34012106,32,20,7,3.28626015289046e-14,0.00118635721107918,3.13613880550353e-05,3136.13880550353,1.48876097123788e-05,1488.76097123788,1647.37783426565,4.81189447883294e-10,"NM_013374","PDCD6IP","+",-141993,"NM_001256192","PDCD6IP","+",-184436
"chr11",30521358,30522749,30522058,33,30,17,3.65263375101677e-14,0.00964845818857674,3.23414314317552e-05,3234.14314317552,2.23314145685682e-05,2233.14145685682,1001.00168631869,5.32415498315287e-10,"NM_001145399","MPPED2","-",0,"NM_152316","ARL14EP","+",-183136
"chr14",33781412,33782393,33781764,33,20,9,4.37427871702312e-14,0.000142500195225215,3.23414314317552e-05,3234.14314317552,1.48876097123788e-05,1488.76097123788,1745.38217193763,6.3473188066904e-10,"NM_001164749","NPAS3","+",0,"NR_132771","SNORA89","+",-72300
"chr14",45705176,45706583,45706145,33,18,19,4.96269692007445e-14,9.36821747413719e-05,3.23414314317552e-05,3234.14314317552,1.33988487411409e-05,1339.88487411409,1894.25826906142,7.16885382148272e-10,"NR_146546","LINC02303","-",0,"NR_102701","LINC00871","+",357576
"chr2",148244285,148245249,148244971,32,9,11,5.11812814352197e-14,2.25630393257958e-08,3.13613880550353e-05,3136.13880550353,6.69942437057047e-06,669.942437057047,2466.19636844648,7.36037551344168e-10,"NM_018328","MBD5","+",0,"NM_181742","ORC4","-",-222682
"chr6",26295895,26297000,26296490,33,9,7,6.01740879346835e-14,1.26082921880766e-10,3.23414314317552e-05,3234.14314317552,6.69942437057047e-06,669.942437057047,2564.20070611847,8.61516963447507e-10,"NM_003543","HIST1H4H","-",-10397,"NM_003525","HIST1H2BI","+",-22484
"chr1",75377061,75377529,75377296,31,15,5,6.0507154842071e-14,0.000137027759491426,3.03813446783155e-05,3038.13446783155,1.11657072842841e-05,1116.57072842841,1921.56373940313,8.62452385810915e-10,"NM_001130058","SLC44A5","-",0,"NM_001001933","LHX8","+",-215529
"chr8",143831759,143832402,143832199,32,19,5,7.57172102794357e-14,0.00517958963835119,3.13613880550353e-05,3136.13880550353,1.41432292267599e-05,1414.32292267599,1721.81588282754,1.07449792773559e-09,"NM_178564","NRBP2","-",1183,"NM_014281","PUF60","-",-2374
"chr10",93548196,93549182,93548943,32,26,8,8.39328606616618e-14,0.00393683691877555,3.13613880550353e-05,3136.13880550353,1.93538926260925e-05,1935.38926260925,1200.74954289428,1.18586161942789e-09,"NM_001195755","FFAR4","+",17483,"NM_001127182","CEP55","+",-19105
"chr12",32540841,32542261,32541869,34,14,15,8.58202398035246e-14,1.41344021211687e-05,3.3321474808475e-05,3332.1474808475,1.04213267986652e-05,1042.13267986652,2290.01480098098,1.20723293855531e-09,"NM_001304481","FGD4","+",0,"NM_012063","DNM1L","+",136939
"chr1",113388197,113389299,113388591,32,10,5,9.24815779512755e-14,2.48581345951848e-07,3.13613880550353e-05,3136.13880550353,7.44380485618941e-06,744.380485618941,2391.75831988459,1.29528170122051e-09,"NM_001142782","MAGI3","+",1554,"NR_038846","LOC643441","-",-181945
"chr2",225842365,225843585,225843264,35,39,20,1.05138120432002e-13,0.00179707556903685,3.43015181851949e-05,3430.15181851949,2.90308389391387e-05,2903.08389391387,527.067924605617,1.46617248116306e-09,"NM_020864","NYAP2","+",-188348,"NR_046102","LOC646736","+",299209
"chr2",30613994,30614462,30614224,31,15,5,1.10911280160053e-13,0.00203559928098218,3.03813446783155e-05,3038.13446783155,1.11657072842841e-05,1116.57072842841,1921.56373940313,1.54001364247132e-09,"NM_182551","LCLAT1","+",0,"NM_144575","CAPN13","-",108309
"chr12",46208749,46210047,46209551,36,22,15,1.15019105351166e-13,2.42998740607181e-06,3.52815615619147e-05,3528.15615619147,1.63763706836167e-05,1637.63706836167,1890.5190878298,1.59019688785466e-09,"NM_001278389","SLC38A1","-",0,"NM_001307936","SLC38A2","-",148141
"chr14",20848200,20849049,20848722,32,25,7,1.15907283770866e-13,0.00867661211856385,3.13613880550353e-05,3136.13880550353,1.86095121404735e-05,1860.95121404735,1275.18759145618,1.59562821075645e-09,"NM_002935","RNASE3","+",42354,"NM_002933","RNASE1","-",-45324
"chr20",50763878,50764381,50764085,34,15,3,1.16906484493029e-13,8.32787957232295e-05,3.3321474808475e-05,3332.1474808475,1.11657072842841e-05,1116.57072842841,2215.57675241909,1.60253518540316e-09,"NM_032521","PARD6B","+",-10138,"NM_017843","BCAS4","+",30513
"chr14",63671719,63673069,63672474,34,19,19,1.29007915461443e-13,0.000130527163670568,3.3321474808475e-05,3332.1474808475,1.41432292267599e-05,1414.32292267599,1917.82455817151,1.76092634071354e-09,"NM_030791","SGPP1","-",11147,"NM_001008726","WDR89","-",-29797
"chr11",85029457,85030398,85030134,32,19,11,1.32782673745169e-13,3.18070680207505e-05,3.13613880550353e-05,3136.13880550353,1.41432292267599e-05,1414.32292267599,1721.81588282754,1.79722018406559e-09,"NM_001142699","DLG2","-",0,"NM_001300983","DLG2","-",-106037
"chr8",78643634,78644942,78644512.5,31,12,7,1.32227562232856e-13,9.48152261037727e-07,3.03813446783155e-05,3038.13446783155,8.93256582742729e-06,893.25658274273,2144.87788508882,1.79722018406559e-09,"NM_016010","ZC2HC1A","+",21105,"NM_006823","PKIA","+",-38368
"chr8",125606490,125606980,125606761,31,10,3,1.45994327738208e-13,1.00481163860522e-05,3.03813446783155e-05,3038.13446783155,7.44380485618941e-06,744.380485618941,2293.75398221261,1.96777263474835e-09,"NM_025195","TRIB1","+",-168086,"NM_001349485","NSMCE2","+",-239366
"chr10",3783523,3784722,3784012,34,19,12,1.66200386786386e-13,0.000992396615315361,3.3321474808475e-05,3332.1474808475,1.41432292267599e-05,1414.32292267599,1917.82455817151,2.23078452654679e-09,"NM_001160124","KLF6","-",0,"NR_131187","LOC105376360","+",-32761
"chr12",121202732,121203568,121202953,31,12,4,1.68975944347949e-13,2.04123134164291e-05,3.03813446783155e-05,3038.13446783155,8.93256582742729e-06,893.25658274273,2144.87788508882,2.25862782787432e-09,"NM_001256796","P2RX4","+",6293,"NR_033953","P2RX7","+",-16182
"chr15",73918594,73919455,73919047,31,14,5,1.72528658026749e-13,4.42771147739496e-05,3.03813446783155e-05,3038.13446783155,1.04213267986652e-05,1042.13267986652,1996.00178796503,2.29658600126118e-09,"NR_040066","LOXL1-AS1","-",0,"NM_005576","LOXL1","+",7003
"chr3",12371811,12372692,12372153.5,32,16,7,1.7696955012525e-13,0.00048484520970804,3.13613880550353e-05,3136.13880550353,1.19100877699031e-05,1191.00877699031,1945.13002851323,2.3460059446073e-09,"NM_138712","PPARG","+",0,"NM_001145393","TSEN2","+",111740
"chr12",52247146,52247912,52247619,32,18,5,1.97619698383278e-13,0.00291818346666228,3.13613880550353e-05,3136.13880550353,1.33988487411409e-05,1339.88487411409,1796.25393138944,2.60901899356305e-09,"NM_005556","KRT7","+",0,"NR_146088","KRT87P","-",2632
"chr11",38970925,38972466,38972125,32,9,18,2.01949568179316e-13,8.35694358158889e-09,3.13613880550353e-05,3136.13880550353,6.69942437057047e-06,669.942437057047,2466.19636844648,2.64450660917843e-09,"NR_120553","LINC01493","+",-315677,"NR_120555","LOC103312105","-",-324570
"chr14",60861224,60862582,60861903,34,23,21,2.01838545876853e-13,0.000384242974267757,3.3321474808475e-05,3332.1474808475,1.71207511692356e-05,1712.07511692356,1620.07236392394,2.64450660917843e-09,"NM_001177963","MNAT1","+",0,"NM_001350254","TRMT5","-",108867
"chr2",161871307,161872650,161872138,32,31,13,2.05502281858116e-13,0.000374260890631417,3.13613880550353e-05,3136.13880550353,2.30757950541872e-05,2307.57950541872,828.559300084814,2.68013413621615e-09,"NM_001178015","SLC4A10","+",0,"NM_001935","DPP4","-",119595
"chr12",75706046,75707002,75706317,31,15,5,2.34146035893446e-13,1.75192597294815e-05,3.03813446783155e-05,3038.13446783155,1.11657072842841e-05,1116.57072842841,1921.56373940313,3.04138894982687e-09,"NM_007043","KRR1","-",-194409,"NM_006851","GLIPR1","+",-204111
"chr11",78155805,78156572,78156229,31,20,7,2.55018228756398e-13,0.0030769763669648,3.03813446783155e-05,3038.13446783155,1.48876097123788e-05,1488.76097123788,1549.37349659366,3.29920052633974e-09,"NR_102280","KCTD21-AS1","+",0,"NM_001029859","KCTD21","-",14672
"chr11",24446070,24446529,24446296,30,14,3,2.68229882749438e-13,3.3339958772638e-05,2.94013013015956e-05,2940.13013015956,1.04213267986652e-05,1042.13267986652,1897.99745029304,3.44532059190262e-09,"NM_001252008","LUZP2","+",50441,"NR_107021","MIR8054","-",-1026881
"chr15",101684332,101686288,101685825,33,13,20,2.68451927354363e-13,9.71243632397201e-06,3.23414314317552e-05,3234.14314317552,9.67694631304624e-06,967.694631304624,2266.44851187089,3.44532059190262e-09,"NM_152334","TARSL2","-",0,"NM_001308026","TM2D3","-",-31942
"chr4",14855873,14856789,14856529,30,2,4,2.98649993624167e-13,1.81464843151957e-11,2.94013013015956e-05,2940.13013015956,1.48876097123788e-06,148.876097123788,2791.25403303577,3.81767368159231e-09,"NR_126435","LINC00504","-",0,"NR_038857","CPEB2-AS1","-",53172
"chr12",64889459,64890280,64889768,31,13,5,3.04312131049755e-13,0.000111144388796114,3.03813446783155e-05,3038.13446783155,9.67694631304624e-06,967.694631304624,2070.43983652692,3.86787123502062e-09,"NR_033988","LINC02389","+",0,"NM_001330187","TBC1D30","+",-8442
"chr6",109229375,109230833,109229704,31,20,7,3.04978264864531e-13,0.00294784907416101,3.03813446783155e-05,3038.13446783155,1.48876097123788e-05,1488.76097123788,1549.37349659366,3.86787123502062e-09,"NM_001277339","C6orf183","+",5781,"NM_001350658","CEP57L1","+",-62250
"chr10",21183410,21184721,21184316.5,32,18,12,3.10307335382731e-13,0.000641926259865366,3.13613880550353e-05,3136.13880550353,1.33988487411409e-05,1339.88487411409,1796.25393138944,3.92002373480972e-09,"NR_046283","NEBL-AS1","+",-8488,"NM_213569","NEBL","-",-9224
"chr1",117590826,117591613,117591312,31,17,5,3.29736238313671e-13,0.000194818840249633,3.03813446783155e-05,3038.13446783155,1.2654468255522e-05,1265.4468255522,1772.68764227935,4.14919216172593e-09,"NR_121626","LOC100996263","-",5219,"NM_017709","FAM46C","+",14369
"chr12",75990335,75991813,75990907,31,12,6,3.43725048423948e-13,1.35953209690065e-06,3.03813446783155e-05,3038.13446783155,8.93256582742729e-06,893.25658274273,2144.87788508882,4.308388851907e-09,"NM_007350","PHLDA1","-",33634,"NM_001330231","NAP1L1","-",52932
"chr3",79871628,79872979,79872525,31,18,12,3.49942297361849e-13,0.000422659233702549,3.03813446783155e-05,3038.13446783155,1.33988487411409e-05,1339.88487411409,1698.24959371745,4.36931713204734e-09,"NM_002941","ROBO1","-",-103720,"NR_037488","MIR3923","+",-363660
"chr6",135094458,135097253,135095330,36,16,36,3.74034136996215e-13,1.9955258342419e-06,3.52815615619147e-05,3528.15615619147,1.19100877699031e-05,1191.00877699031,2337.14737920117,4.65209218123422e-09,"NM_001145158","HBS1L","-",-39561,"NR_134958","MYB","+",84062
"chr5",67248830,67249862,67249170,31,10,7,3.83804099612917e-13,1.82396868719792e-08,3.03813446783155e-05,3038.13446783155,7.44380485618941e-06,744.380485618941,2293.75398221261,4.75524717636643e-09,"NM_005582","CD180","-",-52042,"NM_001164664","MAST4","+",-79236
"chr17",66269516,66270326,66269751,32,21,10,3.94129173741931e-13,0.0064957131519725,3.13613880550353e-05,3136.13880550353,1.56319901979978e-05,1563.19901979978,1572.93978570376,4.86446306819992e-09,"NM_002737","PRKCA","+",32482,"NM_000042","APOH","-",-40079
"chr14",44771588,44772984,44772121,31,14,9,4.10782519111308e-13,8.80851212547995e-06,3.03813446783155e-05,3038.13446783155,1.04213267986652e-05,1042.13267986652,1996.00178796503,5.05065260182847e-09,"NR_146457","LINC02302","-",0,"NM_001017923","C14orf28","+",124320
"chr3",113032998,113033466,113033228,30,14,4,4.23994173104347e-13,0.000147540946945579,2.94013013015956e-05,2940.13013015956,1.04213267986652e-05,1042.13267986652,1897.99745029304,5.19327086530914e-09,"NM_001319110","NEPRO","-",-13266,"NM_015412","NEPRO","-",-13291
"chr1",149795397,149796244,149795943,34,18,6,4.42534897615587e-13,3.57514050486341e-06,3.3321474808475e-05,3332.1474808475,1.33988487411409e-05,1339.88487411409,1992.26260673341,5.39983428846512e-09,"NM_001161334","HIST2H2BF","-",0,"NM_000566","FCGR1A","+",-2880
"chr7",93551456,93552626,93552093,31,23,11,4.46309655899313e-13,0.00098025771498611,3.03813446783155e-05,3038.13446783155,1.71207511692356e-05,1712.07511692356,1326.05935090798,5.42534354548681e-09,"NM_001164737","CALCR","-",0,"NR_030164","MIR489","-",-67438
"chr10",29159877,29160538,29160120,31,18,5,4.85611550971043e-13,0.00108377501611401,3.03813446783155e-05,3038.13446783155,1.33988487411409e-05,1339.88487411409,1698.24959371745,5.88090558206076e-09,"NM_032517","LYZL1","+",128523,"NR_110920","SVIL-AS1","+",248996
"chr9",108594589,108595048,108594815,30,15,4,5.61217738948017e-13,0.00047227908774139,2.94013013015956e-05,2940.13013015956,1.11657072842841e-05,1116.57072842841,1823.55940173115,6.77106469519956e-09,"NM_006686","ACTL7B","-",259541,"NM_006687","ACTL7A","+",267180
"chr11",129966160,129966839,129966519,30,3,7,6.00075544809897e-13,2.06958450377215e-10,2.94013013015956e-05,2940.13013015956,2.23314145685682e-06,223.314145685682,2716.81598447388,7.21286774503360e-09,"NM_020228","PRDM10","-",0,"NM_199438","PRDM10","-",-18539
"chr12",33587169,33588637,33587735,31,23,10,6.44595488097366e-13,0.000308197597733595,3.03813446783155e-05,3038.13446783155,1.71207511692356e-05,1712.07511692356,1326.05935090798,7.71919151977154e-09,"NM_198992","SYT10","-",-147351,"NM_032834","ALG10","+",433644
"chr4",101264144,101265416,101264866,32,20,14,7.43405337289005e-13,8.66205582115143e-05,3.13613880550353e-05,3136.13880550353,1.48876097123788e-05,1488.76097123788,1647.37783426565,8.86949198530829e-09,"NM_000944","PPP3CA","-",0,"NR_107033","MIR8066","-",-23273
"chr2",58010336,58011389,58010934,30,8,11,7.5905948193622e-13,6.72269222512512e-08,2.94013013015956e-05,2940.13013015956,5.95504388495153e-06,595.504388495153,2344.62574166441,8.98966981492421e-09,"NM_001288837","VRK2","+",0,"NM_006296","VRK2","+",35253
"chr9",114557292,114558795,114558341.5,30,19,5,7.57727214306669e-13,0.00498274871919679,2.94013013015956e-05,2940.13013015956,1.41432292267599e-05,1414.32292267599,1525.80720748357,8.98966981492421e-09,"NM_004888","ATP6V1G1","+",28919,"NM_015404","WHRN","-",-51837
"chr10",8084674,8085509,8084966,32,16,9,7.77378161842535e-13,4.01276589878652e-06,3.13613880550353e-05,3136.13880550353,1.19100877699031e-05,1191.00877699031,1945.13002851323,9.14855623455171e-09,"NM_001002295","GATA3","+",-9474,"NR_024256","GATA3-AS1","-",-31191
"chr17",58639510,58640703,58639876,33,2,6,7.78155317959772e-13,1.84963155902551e-13,3.23414314317552e-05,3234.14314317552,1.48876097123788e-06,148.876097123788,3085.26704605173,9.14855623455171e-09,"NM_001201457","TEX14","-",0,"NR_103872","RAD51C","+",51870
"chr12",97500224,97501456,97500712,32,32,15,8.4776630160377e-13,0.000228385302515122,3.13613880550353e-05,3136.13880550353,2.38201755398061e-05,2382.01755398061,754.12125152292,9.93070979469415e-09,"NR_024037","RMST","+",0,"NR_031653","MIR1251","+",-8247
"chr17",64148224,64149389,64148857,31,18,6,8.72968364262761e-13,0.00421766766747489,3.03813446783155e-05,3038.13446783155,1.33988487411409e-05,1339.88487411409,1698.24959371745,1.01888755669237e-08,"NM_001288733","TEX2","-",0,"NR_002995","SNORA50C","+",-1754
"chr17",83055793,83056526,83056261,31,16,6,8.80517880830212e-13,0.00394179104779191,3.03813446783155e-05,3038.13446783155,1.19100877699031e-05,1191.00877699031,1847.12569084124,1.023988892155e-08,"NM_001009905","B3GNTL1","-",-3984,"NM_001004431","METRNL","+",23165
"chr8",115866112,115867478,115866896.5,34,23,14,9.77662395484913e-13,5.04447942797359e-05,3.3321474808475e-05,3332.1474808475,1.71207511692356e-05,1712.07511692356,1620.07236392394,1.13287227927919e-08,"NR_046215","LINC00536","-",83033,"NM_014112","TRPS1","-",-197085
"chr8",126609345,126610389,126609714,31,17,11,1.01241237615568e-12,0.0017668576064187,3.03813446783155e-05,3038.13446783155,1.2654468255522e-05,1265.4468255522,1772.68764227935,1.1689342324839e-08,"NM_174911","FAM84B","-",-50880,"NR_125421","LOC101927657","+",-279813
"chr10",338990,340050,339293,31,14,9,1.01918473660589e-12,2.51096219824332e-05,3.03813446783155e-05,3038.13446783155,1.04213267986652e-05,1042.13267986652,1996.00178796503,1.17255092778125e-08,"NM_014974","DIP2C","-",0,"NR_106988","MIR7641-2","-",-56905
"chr20",48294998,48295981,48295594,38,11,8,1.13353770814228e-12,3.63715571927159e-06,3.72416483153544e-05,3724.16483153544,8.18818534180835e-06,818.818534180835,2905.34629735461,1.29947068605782e-08,"NR_026958","LINC00494","+",63930,"NR_110027","LINC01522","-",-304882
"chr14",31441413,31442338,31442068,30,17,7,1.1403100685925e-12,0.00125122335867156,2.94013013015956e-05,2940.13013015956,1.2654468255522e-05,1265.4468255522,1674.68330460736,1.30259883580847e-08,"NR_110045","LOC101927124","+",0,"NM_080664","DTD2","-",3698
"chr20",47273360,47274772,47274477,50,39,15,1.25888188762247e-12,0.00803976007919049,4.90021688359927e-05,4900.21688359927,2.90308389391387e-05,2903.08389391387,1997.1329896854,1.43106694288169e-08,"NM_001281777","ZMYND8","-",0,"NM_001281769","ZMYND8","-",23354
"chr5",42980920,42981852,42981394,31,20,12,1.26165744518403e-12,0.000902491981618403,3.03813446783155e-05,3038.13446783155,1.48876097123788e-05,1488.76097123788,1549.37349659366,1.43106694288169e-08,"NR_104643","FLJ32255","-",3547,"NR_104651","LOC648987","-",32877
"chr8",68934954,68936002,68935249,32,33,16,1.26687549339977e-12,0.00108134736937804,3.13613880550353e-05,3136.13880550353,2.45645560254251e-05,2456.45560254251,679.683202961026,1.43194359145944e-08,"NR_039986","LINC01592","-",0,"NM_001349476","C8orf34","+",-115932
"chrX",116285059,116286082,116285689,30,31,10,1.27398092075737e-12,0.000299336789750138,2.94013013015956e-05,2940.13013015956,2.30757950541872e-05,2307.57950541872,632.550624740843,1.43493994658545e-08,"NM_000686","AGTR2","+",-110088,"NM_007231","SLC6A14","+",150497
"chr21",39851937,39852972,39852176,32,34,8,1.28796973086764e-12,0.00155351766749778,3.13613880550353e-05,3136.13880550353,2.5308936511044e-05,2530.8936511044,605.245154399131,1.44564145950266e-08,"NM_006198","PCP4","+",14449,"NM_001080444","IGSF5","+",-49842
"chr6",51472085,51473277,51472587,31,9,18,1.48170364866473e-12,3.82242269234556e-05,3.03813446783155e-05,3038.13446783155,6.69942437057047e-06,669.942437057047,2368.1920307745,1.65731742881839e-08,"NM_138694","PKHD1","-",142070,"NR_125840","LOC101927082","+",148593
"chr17",30700563,30701022,30700793,29,13,5,1.51922918689706e-12,1.13638915882897e-05,2.84212579248758e-05,2842.12579248758,9.67694631304624e-06,967.694631304624,1874.43116118295,1.68757130599219e-08,"NR_024187","SUZ12P1","+",8586,"NR_015341","LOC107133515","+",-63098
"chr2",37225302,37225761,37225528,29,16,4,1.51889611998968e-12,0.00137263718727421,2.84212579248758e-05,2842.12579248758,1.19100877699031e-05,1191.00877699031,1651.11701549727,1.68757130599219e-08,"NM_005760","CEBPZ","-",0,"NR_146405","NDUFAF7","+",5870
"chr1",146191087,146192518,146191783,34,22,9,1.53987933515509e-12,0.000965183736211128,3.3321474808475e-05,3332.1474808475,1.63763706836167e-05,1637.63706836167,1694.51041248583,1.70463160730831e-08,"NM_203458","NOTCH2NL","-",0,"NM_001039703","NBPF10","-",-46284
"chr1",115952250,115953246,115952759,32,16,9,1.74549263931567e-12,0.000803167040702268,3.13613880550353e-05,3136.13880550353,1.19100877699031e-05,1191.00877699031,1945.13002851323,1.92562628415014e-08,"NR_125970","LOC101928977","-",0,"NM_018420","SLC22A15","+",23252
"chr7",134589057,134589904,134589662,29,8,4,1.89515070303514e-12,2.668390929772e-05,2.84212579248758e-05,2842.12579248758,5.95504388495153e-06,595.504388495153,2246.62140399242,2.0835933638282e-08,"NM_001080538","AKR1B15","+",-9218,"NM_020299","AKR1B10","+",-47644
"chr3",130970831,130972315,130971513,30,1,18,1.98807637019627e-12,1.27087229628842e-12,2.94013013015956e-05,2940.13013015956,7.44380485618941e-07,74.4380485618941,2865.69208159767,2.17832445936081e-08,"NM_001199182","ATP2C1","+",0,"NM_001288950","ASTE1","-",41558
"chr14",73227650,73229134,73228563,30,2,7,2.08277839419679e-12,2.44939624138851e-11,2.94013013015956e-05,2940.13013015956,1.48876097123788e-06,148.876097123788,2791.25403303577,2.27435305692159e-08,"NM_000021","PSEN1","+",-3960,"NM_173462","PAPLN","+",8363
"chr11",72164287,72164817,72164584,29,10,4,2.27462493285202e-12,0.000108753438869069,2.84212579248758e-05,2842.12579248758,7.44380485618941e-06,744.380485618941,2097.74530686863,2.47545433460925e-08,"NM_000804","FOLR3","+",-24396,"NM_016724","FOLR1","+",24741
"chr16",1296800,1297509,1297220.5,30,12,5,2.3081536681957e-12,0.00375501526699196,2.94013013015956e-05,2940.13013015956,8.93256582742729e-06,893.25658274273,2046.87354741683,2.50348564101444e-08,"NM_194261","UBE2I","+",11644,"NM_194259","UBE2I","+",12118
"chr1",147538414,147539450,147538984,31,5,10,2.57094345812448e-12,2.07540151730967e-09,3.03813446783155e-05,3038.13446783155,3.72190242809471e-06,372.190242809471,2665.94422502208,2.7791570943898e-08,"NM_004326","BCL9","+",2051,"NR_038423","LINC00624","-",-20540
"chr15",92868708,92869927,92869658,30,12,6,2.71127564843709e-12,2.12788361930727e-07,2.94013013015956e-05,2940.13013015956,8.93256582742729e-06,893.25658274273,2046.87354741683,2.92105221400925e-08,"NR_037601","LINC01578","+",12916,"NR_037602","LINC01578","+",13369
"chr15",64072612,64073121,64072847,29,4,7,2.73625566649116e-12,4.32738811451117e-09,2.84212579248758e-05,2842.12579248758,2.97752194247576e-06,297.752194247576,2544.37359824,2.93813843373532e-08,"NM_001014812","FAM96A","-",0,"NM_148955","SNX1","+",22763
"chr8",100006039,100007556,100007301,32,15,14,2.83983947468869e-12,2.6946727413768e-05,3.13613880550353e-05,3136.13880550353,1.11657072842841e-05,1116.57072842841,2019.56807707512,3.03923394454239e-08,"NM_001286693","RGS22","-",0,"NR_145741","SNORD77B","+",-1389
"chr15",52013028,52013703,52013335,30,7,6,3.02913250038728e-12,2.74443961667536e-07,2.94013013015956e-05,2940.13013015956,5.21066339933259e-06,521.066339933259,2419.0637902263,3.22041971850249e-08,"NM_002748","MAPK6","+",5511,"NM_001286430","LEO1","-",-41228
"chr5",35176020,35176829,35176596,30,7,10,3.02857738887496e-12,3.21358740285049e-07,2.94013013015956e-05,2940.13013015956,5.21066339933259e-06,521.066339933259,2419.0637902263,3.22041971850249e-08,"NM_000949","PRLR","-",0,"NM_001204316","PRLR","-",-57899
"chr2",191214378,191215782,191215142,32,23,20,3.05488967455858e-12,0.00262891770083029,3.13613880550353e-05,3136.13880550353,1.71207511692356e-05,1712.07511692356,1424.06368857997,3.23711987303352e-08,"NM_001130158","MYO1B","+",29494,"NM_001243835","STAT4","-",-62783
"chr11",80719085,80720476,80719833,32,9,20,3.1193936322893e-12,5.47105925008395e-08,3.13613880550353e-05,3136.13880550353,6.69942437057047e-06,669.942437057047,2466.19636844648,3.28386722948565e-08,"NR_120570","LOC101928944","-",30725,"NR_120571","MIR4300HG","-",1159375
"chr12",15216025,15217216,15216716,31,30,14,3.11084491499969e-12,0.00223793845841236,3.03813446783155e-05,3038.13446783155,2.23314145685682e-05,2233.14145685682,804.993010974723,3.28386722948565e-08,"NM_001190726","RERG","-",0,"NR_046559","RERG-AS1","+",-60745
"chrY",13104344,13104812,13104574,28,6,5,3.23485682685032e-12,0.000130668640396014,2.74412145481559e-05,2744.12145481559,4.46628291371365e-06,446.628291371365,2297.49316344423,3.39432578512041e-08,"NR_047630","UTY","-",143567,"NM_001122665","DDX3Y","+",-183867
"chr14",61553557,61554175,61553953,29,3,4,3.26294546937334e-12,4.78240558265952e-10,2.84212579248758e-05,2842.12579248758,2.23314145685682e-06,223.314145685682,2618.81164680189,3.41268288448118e-08,"NR_110417","LOC101927780","-",2097,"NM_006255","PRKCH","+",-2578
"chr12",51454809,51455277,51455039,29,15,6,3.35909078330587e-12,0.000420853120282283,2.84212579248758e-05,2842.12579248758,1.11657072842841e-05,1116.57072842841,1725.55506405916,3.5018706220311e-08,"NM_001267615","SLC4A8","+",0,"NR_047672","SLC4A8","+",-13631
"chr2",11654388,11656833,11654634,31,13,11,3.45401485191132e-12,8.75677636624772e-07,3.03813446783155e-05,3038.13446783155,9.67694631304624e-06,967.694631304624,2070.43983652692,3.58921390680185e-08,"NM_012344","NTSR2","-",1345,"NM_014668","GREB1","+",-11603
"chr9",94866911,94868061,94867545,30,11,7,3.7025937871249e-12,3.44248837935712e-06,2.94013013015956e-05,2940.13013015956,8.18818534180835e-06,818.818534180835,2121.31159597873,3.83515140688247e-08,"NM_001193331","C9orf3","+",0,"NR_031755","MIR2278","+",-56855
"chr10",52435487,52436425,52435824,30,26,12,3.86302101418323e-12,0.000604996116876699,2.94013013015956e-05,2940.13013015956,1.93538926260925e-05,1935.38926260925,1004.74086755031,3.98849738457405e-08,"NR_120641","LINC01468","-",14452,"NM_012242","DKK1","+",-117831
"chr15",67038613,67039506,67039026,29,17,6,4.00002253542198e-12,0.00358429573963737,2.84212579248758e-05,2842.12579248758,1.2654468255522e-05,1265.4468255522,1576.67896693538,4.11675418348284e-08,"NR_135686","LOC102723493","-",0,"NM_005902","SMAD3","+",26351
